time_index,TIMESTAMP,AirTemp_Avg,Trosee_Avg,WSpd_Avg,WDir_Avg,Rain_Tot,Ray_Global_RSR2_Avg,Ray_Direct_RSR2_Avg,Ray_Diffus_RSR2_Avg,WM_Temp_Avg
46193,2025-11-17 19:40:00,6.209,3.67,3.293,4.768,,6.776,0.0,6.776,10.82
46194,2025-11-17 19:50:00,6.329,3.469,3.897,4.533,,5.309,0.0,5.309,10.91
46195,2025-11-17 20:00:00,6.304,3.427,3.364,11.51,,6.8,0.0,6.8,10.97
46196,2025-11-17 20:10:00,6.306,3.343,2.541,2.763,,6.729,0.0,6.729,11.0
46197,2025-11-17 20:20:00,6.281,3.252,2.907,5.811,,5.217,0.0,5.217,11.02
46198,2025-11-17 20:30:00,6.358,3.108,2.869,5.534,,6.773,0.0,6.773,11.17
46199,2025-11-17 20:40:00,6.421,3.006,2.961,9.33,,6.742,0.0,6.742,11.22
46200,2025-11-17 20:50:00,6.504,2.875,3.625,11.93,,4.884,0.0,4.884,11.29
46201,2025-11-17 21:00:00,6.408,2.888,3.456,3.033,,7.207,0.0,7.207,11.09
46202,2025-11-17 21:10:00,6.247,2.899,3.16,12.58,,6.707,0.0,6.707,10.87
46203,2025-11-17 21:20:00,6.09,2.885,2.968,358.0,,4.884,0.0,4.884,10.71
46204,2025-11-17 21:30:00,6.003,2.853,2.906,3.404,,7.123,0.0,7.123,10.64
46205,2025-11-17 21:40:00,5.997,2.81,3.22,2.038,,6.689,0.0,6.689,10.58
46206,2025-11-17 21:50:00,6.023,2.755,3.475,16.1,,4.818,0.0,4.818,10.59
46207,2025-11-17 22:00:00,6.065,2.68,3.202,15.76,,7.26,0.0,7.26,10.63
46208,2025-11-17 22:10:00,5.988,2.629,2.844,9.15,,6.729,0.0,6.729,10.52
46209,2025-11-17 22:20:00,5.871,2.633,2.331,16.16,,4.816,0.0,4.816,10.39
46210,2025-11-17 22:30:00,5.739,2.615,2.901,11.94,,6.701,0.0,6.701,10.24
46211,2025-11-17 22:40:00,5.694,2.558,3.386,6.874,,7.227,0.0,7.227,10.18
46212,2025-11-17 22:50:00,5.621,2.495,3.926,14.58,,4.875,0.0,4.875,10.05
46213,2025-11-17 23:00:00,5.513,2.444,3.482,12.07,,6.774,0.0,6.774,9.94
46214,2025-11-17 23:10:00,5.466,2.396,3.356,3.929,,7.315,0.0,7.315,9.94
46215,2025-11-17 23:20:00,5.574,2.289,3.057,14.7,,4.824,0.0,4.824,10.03
46216,2025-11-17 23:30:00,5.685,2.218,4.024,14.08,,6.523,0.0,6.523,10.13
46217,2025-11-17 23:40:00,5.665,2.222,3.214,11.76,,7.169,0.0,7.169,10.13
46218,2025-11-17 23:50:00,5.694,2.196,4.317,5.623,,4.849,0.0,4.849,10.13
46219,2025-11-18 00:00:00,5.523,2.208,3.571,14.99,,6.747,0.0,6.747,9.85
46220,2025-11-18 00:10:00,5.392,2.17,3.13,11.21,,6.843,0.0,6.843,9.77
46221,2025-11-18 00:20:00,5.358,2.119,3.782,9.62,,5.245,0.0,5.245,9.76
46222,2025-11-18 00:30:00,5.442,2.059,3.49,19.99,,6.654,0.0,6.654,9.78
46223,2025-11-18 00:40:00,5.256,2.123,3.225,13.23,,6.663,0.0,6.663,9.64
46224,2025-11-18 00:50:00,5.152,2.123,3.249,1.985,,5.293,0.0,5.293,9.59
46225,2025-11-18 01:00:00,5.115,2.106,3.79,5.958,,6.69,0.0,6.69,9.56
46226,2025-11-18 01:10:00,5.021,2.123,3.531,13.06,,6.818,0.0,6.818,9.52
46227,2025-11-18 01:20:00,4.987,2.124,2.926,8.38,,5.386,0.0,5.386,9.51
46228,2025-11-18 01:30:00,5.003,2.136,3.648,6.17,,6.805,0.0,6.805,9.53
46229,2025-11-18 01:40:00,5.057,2.112,2.875,18.09,,6.714,0.0,6.714,9.58
46230,2025-11-18 01:50:00,5.053,2.098,3.084,358.6,,5.183,0.0,5.183,9.52
46231,2025-11-18 02:00:00,4.948,2.112,3.248,5.518,,6.825,0.0,6.825,9.5
46232,2025-11-18 02:10:00,4.99,2.064,3.406,8.53,,6.724,0.0,6.724,9.47
46233,2025-11-18 02:20:00,4.909,2.035,3.612,2.89,,4.936,0.0,4.936,9.33
46234,2025-11-18 02:30:00,4.841,1.989,3.401,2.955,,7.237,0.0,7.237,9.27
46235,2025-11-18 02:40:00,4.798,1.923,2.802,0.161,,6.84,0.0,6.84,9.26
46236,2025-11-18 02:50:00,4.774,1.871,3.076,2.868,,4.797,0.0,4.797,9.25
46237,2025-11-18 03:00:00,4.712,1.832,3.007,6.084,,7.133,0.0,7.133,9.17
46238,2025-11-18 03:10:00,4.676,1.768,3.285,6.42,,6.694,0.0,6.694,9.16
46239,2025-11-18 03:20:00,4.694,1.698,3.05,357.8,,4.889,0.0,4.889,9.23
46240,2025-11-18 03:30:00,4.733,1.646,3.218,357.3,,7.167,0.0,7.167,9.22
46241,2025-11-18 03:40:00,4.649,1.638,3.783,2.033,,6.725,0.0,6.725,9.18
46242,2025-11-18 03:50:00,4.643,1.62,3.545,356.1,,4.918,0.0,4.918,9.12
46243,2025-11-18 04:00:00,4.473,1.632,3.179,353.9,,6.676,0.0,6.676,8.95
46244,2025-11-18 04:10:00,4.336,1.632,2.901,11.54,,7.092,0.0,7.092,8.84
46245,2025-11-18 04:20:00,4.27,1.577,3.146,3.39,,4.885,0.0,4.885,8.82
46246,2025-11-18 04:30:00,4.291,1.493,3.76,5.38,,6.746,0.0,6.746,8.81
46247,2025-11-18 04:40:00,4.238,1.47,3.303,7.38,,7.189,0.0,7.189,8.77
46248,2025-11-18 04:50:00,4.291,1.432,4.012,13.08,,4.955,0.0,4.955,8.8
46249,2025-11-18 05:00:00,4.223,1.419,3.547,10.46,,6.58,0.0,6.58,8.72
46250,2025-11-18 05:10:00,4.164,1.418,3.235,7.546,,7.175,0.0,7.175,8.63
46251,2025-11-18 05:20:00,4.097,1.417,2.565,9.89,,4.71,0.0,4.71,8.55
46252,2025-11-18 05:30:00,4.083,1.417,3.316,353.9,,6.676,0.0,6.676,8.56
46253,2025-11-18 05:40:00,4.15,1.422,2.988,359.7,,7.014,0.0,7.014,8.59
46254,2025-11-18 05:50:00,4.201,1.397,3.269,0.74,,4.979,0.0,4.979,8.59
46255,2025-11-18 06:00:00,4.219,1.395,3.412,357.9,,6.81,0.0,6.81,8.57
46256,2025-11-18 06:10:00,4.238,1.371,2.918,4.64,,6.729,0.0,6.729,8.56
46257,2025-11-18 06:20:00,4.162,1.338,2.901,0.174,,5.4,0.0,5.4,8.5
46258,2025-11-18 06:30:00,4.088,1.349,2.612,3.909,,7.324,0.0,7.324,8.5
46259,2025-11-18 06:40:00,4.063,1.311,2.275,1.87,,8.41,0.0,8.41,8.48
46260,2025-11-18 06:50:00,4.081,1.269,2.551,2.019,,2.986,0.0,2.986,8.47
46261,2025-11-18 07:00:00,4.04,1.269,2.609,355.3,,9.15,0.587,9.13,8.4
46262,2025-11-18 07:10:00,4.077,1.314,2.305,353.1,,15.26,5.706,14.93,8.43
46263,2025-11-18 07:20:00,4.079,1.323,2.572,356.2,,17.93,7.21,17.34,8.41
46264,2025-11-18 07:30:00,4.119,1.377,2.462,355.4,,24.87,4.92,24.35,8.39
46265,2025-11-18 07:40:00,4.264,1.436,2.149,1.527,,30.46,2.848,30.09,8.47
46266,2025-11-18 07:50:00,4.38,1.393,2.506,0.963,,34.96,0.836,34.83,8.52
46267,2025-11-18 08:00:00,4.526,1.448,1.769,353.3,,43.44,1.212,43.23,8.56
46268,2025-11-18 08:10:00,4.506,1.484,1.598,346.3,,48.74,0.881,48.56,8.46
46269,2025-11-18 08:20:00,4.491,1.532,1.657,338.1,,56.68,1.243,56.41,8.43
46270,2025-11-18 08:30:00,4.447,1.509,2.119,331.9,,69.78,1.172,69.5,8.38
46271,2025-11-18 08:40:00,4.554,1.677,1.944,322.7,,81.3,0.438,81.2,8.37
46272,2025-11-18 08:50:00,4.511,1.763,2.199,345.2,,87.6,0.628,87.4,8.35
46273,2025-11-18 09:00:00,4.574,1.843,2.756,343.9,,93.3,0.145,93.3,8.4
46274,2025-11-18 09:10:00,4.639,1.865,2.877,339.8,,92.7,0.261,92.6,8.43
46275,2025-11-18 09:20:00,4.766,1.974,2.367,344.0,,99.8,0.112,99.7,8.48
46276,2025-11-18 09:30:00,4.89,1.976,2.278,347.6,,102.6,0.333,102.4,8.54
46277,2025-11-18 09:40:00,4.923,1.957,2.373,351.5,,109.7,0.028,109.7,8.52
46278,2025-11-18 09:50:00,5.048,2.007,2.435,342.2,,115.8,0.047,115.8,8.61
46279,2025-11-18 10:00:00,5.116,2.066,2.847,346.3,,121.2,0.0,121.2,8.72
46280,2025-11-18 10:10:00,5.148,2.003,2.807,353.0,,127.4,0.008,127.4,8.74
46281,2025-11-18 10:20:00,5.234,1.932,2.825,351.7,,119.5,0.0,119.5,8.76
46282,2025-11-18 10:30:00,5.175,1.896,2.705,342.3,,126.5,0.0,126.5,8.65
46283,2025-11-18 10:40:00,5.286,1.91,2.422,350.7,,124.6,0.0,124.6,8.77
46284,2025-11-18 10:50:00,5.497,1.987,1.907,338.9,,126.1,0.031,126.1,8.86
46285,2025-11-18 11:00:00,5.634,1.979,1.801,344.0,,137.1,0.0,137.1,8.91
46286,2025-11-18 11:10:00,5.826,1.955,1.974,346.2,,134.2,0.0,134.2,9.0
46287,2025-11-18 11:20:00,5.872,1.91,1.763,342.8,,116.8,0.0,116.8,9.13
46288,2025-11-18 11:30:00,5.888,1.802,2.007,335.3,,122.1,0.0,122.1,9.04
46289,2025-11-18 11:40:00,5.893,1.749,1.869,347.8,,118.4,0.0,118.4,9.02
46290,2025-11-18 11:50:00,5.897,1.737,1.828,341.6,,126.7,0.0,126.7,8.96
46291,2025-11-18 12:00:00,5.989,1.778,2.098,338.3,,126.9,0.0,126.9,9.16
46292,2025-11-18 12:10:00,6.101,1.863,1.821,344.7,,119.4,0.0,119.4,9.32
46293,2025-11-18 12:20:00,6.161,1.724,1.844,348.7,,129.8,0.0,129.8,9.45
46294,2025-11-18 12:30:00,6.318,1.873,2.015,342.8,,152.1,0.004,152.1,9.49
46295,2025-11-18 12:40:00,6.45,1.869,2.137,347.5,,159.3,0.0,159.3,9.49
46296,2025-11-18 12:50:00,6.4,1.845,1.844,349.2,,143.3,0.0,143.3,9.51
46297,2025-11-18 13:00:00,6.538,1.941,1.859,342.8,,131.2,0.011,131.2,9.6
46298,2025-11-18 13:10:00,6.606,1.646,1.286,343.6,,132.8,0.003,132.8,9.6
46299,2025-11-18 13:20:00,6.733,1.511,1.283,348.2,,135.4,0.0,135.4,9.63
46300,2025-11-18 13:30:00,6.892,1.585,1.082,352.8,,130.2,0.0,130.2,9.75
46301,2025-11-18 13:40:00,6.98,1.575,0.968,320.4,,127.6,0.02,127.6,9.95
46302,2025-11-18 13:50:00,7.208,1.652,0.954,345.7,,141.3,0.138,141.2,9.79
46303,2025-11-18 14:00:00,7.292,1.643,0.841,3.177,,145.8,0.616,145.6,9.85
46304,2025-11-18 14:10:00,7.388,1.469,0.752,284.9,,130.6,1.233,130.2,9.98
46305,2025-11-18 14:20:00,7.46,1.535,0.777,256.7,,123.7,29.39,116.6,10.19
46306,2025-11-18 14:30:00,7.773,1.906,0.724,295.9,,296.8,687.1,138.7,8.93
46307,2025-11-18 14:40:00,8.39,1.91,1.075,299.8,,185.9,336.3,114.0,8.99
46308,2025-11-18 14:50:00,7.477,1.707,1.442,295.5,,83.6,1.002,83.4,10.15
46309,2025-11-18 15:00:00,7.247,1.72,0.896,301.0,,66.13,0.0,66.13,10.64
46310,2025-11-18 15:10:00,7.204,1.701,1.239,288.0,,53.03,0.711,52.93,10.71
46311,2025-11-18 15:20:00,7.16,1.824,1.085,338.3,,46.19,3.545,45.78,10.67
46312,2025-11-18 15:30:00,7.015,1.757,1.528,347.2,,36.8,4.921,36.35,10.56
46313,2025-11-18 15:40:00,6.759,1.711,1.837,338.3,,28.68,4.679,28.36,10.55
46314,2025-11-18 15:50:00,6.593,1.91,2.002,346.4,,17.09,0.634,17.06,10.51
46315,2025-11-18 16:00:00,6.419,1.935,1.627,1.334,,6.008,0.0,6.008,10.46
46316,2025-11-18 16:10:00,6.264,2.0,1.97,359.8,,6.809,0.0,6.809,10.29
46317,2025-11-18 16:20:00,6.02,1.96,2.181,351.7,,5.994,0.0,5.994,10.0
46318,2025-11-18 16:30:00,5.788,1.982,2.575,341.3,,7.116,0.0,7.116,9.76
46319,2025-11-18 16:40:00,5.55,1.883,1.902,345.6,,7.293,0.0,7.293,9.6
46320,2025-11-18 16:50:00,5.356,1.812,2.359,350.0,,4.787,0.0,4.787,9.48
46321,2025-11-18 17:00:00,5.187,1.772,1.865,354.9,,6.719,0.0,6.719,9.33
46322,2025-11-18 17:10:00,5.094,1.787,1.932,336.9,,7.099,0.0,7.099,9.2
46323,2025-11-18 17:20:00,4.982,1.722,1.981,338.9,,5.091,0.0,5.091,9.07
46324,2025-11-18 17:30:00,4.859,1.678,1.884,343.9,,6.724,0.0,6.724,8.92
46325,2025-11-18 17:40:00,4.758,1.649,1.828,348.0,,6.692,0.0,6.692,8.85
46326,2025-11-18 17:50:00,4.64,1.615,2.011,341.4,,5.259,0.0,5.259,8.78
46327,2025-11-18 18:00:00,4.509,1.599,1.556,340.5,,6.667,0.0,6.667,8.7
46328,2025-11-18 18:10:00,4.397,1.639,1.34,338.4,,6.635,0.0,6.635,8.66
46329,2025-11-18 18:20:00,4.337,1.697,1.34,336.2,,5.329,0.0,5.329,8.56
46330,2025-11-18 18:30:00,4.248,1.686,1.215,339.0,,6.647,0.0,6.647,8.45
46331,2025-11-18 18:40:00,4.126,1.625,1.501,343.8,,6.751,0.0,6.751,8.37
46332,2025-11-18 18:50:00,4.06,1.586,1.119,340.6,,5.363,0.0,5.363,8.33
46333,2025-11-18 19:00:00,3.998,1.545,1.034,349.5,,6.743,0.0,6.743,8.29
46334,2025-11-18 19:10:00,3.942,1.582,0.66,353.2,,6.591,0.0,6.591,8.3
46335,2025-11-18 19:20:00,3.894,1.588,0.79,303.7,,4.721,0.0,4.721,8.32
46336,2025-11-18 19:30:00,3.844,1.553,0.565,359.0,,7.131,0.0,7.131,8.34
46337,2025-11-18 19:40:00,3.744,1.48,0.675,354.9,,6.702,0.0,6.702,8.21
46338,2025-11-18 19:50:00,3.682,1.559,0.59,359.4,,4.832,0.0,4.832,8.18
46339,2025-11-18 20:00:00,3.627,1.572,0.835,316.7,,7.176,0.0,7.176,8.11
46340,2025-11-18 20:10:00,3.518,1.521,0.643,352.3,,6.708,0.0,6.708,7.774
46341,2025-11-18 20:20:00,3.415,1.498,0.298,22.28,,4.719,0.0,4.719,7.775
46342,2025-11-18 20:30:00,3.311,1.463,0.252,359.3,,7.07,0.0,7.07,7.81
46343,2025-11-18 20:40:00,3.25,1.414,0.192,334.7,,6.801,0.0,6.801,7.999
46344,2025-11-18 20:50:00,3.195,1.455,0.255,301.1,,4.783,0.0,4.783,7.921
46345,2025-11-18 21:00:00,3.276,1.611,0.337,23.57,,6.937,0.0,6.937,7.847
46346,2025-11-18 21:10:00,3.257,1.652,0.395,10.88,,6.866,0.0,6.866,7.739
46347,2025-11-18 21:20:00,3.199,1.615,0.536,350.1,,4.935,0.0,4.935,7.578
46348,2025-11-18 21:30:00,3.026,1.528,0.992,359.0,,6.703,0.0,6.703,6.806
46349,2025-11-18 21:40:00,2.736,1.319,1.14,343.2,,6.992,0.0,6.992,6.276
46350,2025-11-18 21:50:00,2.559,1.213,0.904,336.5,,4.911,0.0,4.911,6.2
46351,2025-11-18 22:00:00,2.441,1.127,1.174,340.2,,6.673,0.0,6.673,5.953
46352,2025-11-18 22:10:00,2.277,1.033,1.27,329.5,,7.135,0.0,7.135,5.627
46353,2025-11-18 22:20:00,2.133,0.993,0.837,342.5,,4.879,0.0,4.879,5.54
46354,2025-11-18 22:30:00,2.054,0.993,0.597,350.1,,6.65,0.0,6.65,5.517
46355,2025-11-18 22:40:00,1.909,0.92,0.577,0.246,,7.076,0.0,7.076,5.519
46356,2025-11-18 22:50:00,1.827,0.91,0.931,337.1,,4.736,0.0,4.736,5.473
46357,2025-11-18 23:00:00,1.76,0.892,0.813,340.2,,6.799,0.0,6.799,5.411
46358,2025-11-18 23:10:00,1.688,0.858,0.477,16.35,,6.639,0.0,6.639,5.461
46359,2025-11-18 23:20:00,1.601,0.816,0.578,352.7,,5.214,0.0,5.214,5.471
46360,2025-11-18 23:30:00,1.534,0.74,1.096,347.8,,6.559,0.0,6.559,5.048
46361,2025-11-18 23:40:00,1.348,0.529,1.219,343.5,,6.737,0.0,6.737,4.627
46362,2025-11-18 23:50:00,1.155,0.334,1.484,341.2,,5.261,0.0,5.261,4.45
46363,2025-11-19 00:00:00,1.009,0.194,1.29,342.0,,6.716,0.0,6.716,4.243
46364,2025-11-19 00:10:00,0.905,0.133,1.346,335.4,,6.614,0.0,6.614,4.13
46365,2025-11-19 00:20:00,0.798,0.06,0.751,344.2,,5.245,0.0,5.245,4.055
46366,2025-11-19 00:30:00,0.675,-0.006,0.319,15.11,,6.707,0.0,6.707,4.285
46367,2025-11-19 00:40:00,0.647,0.031,0.461,9.64,,6.678,0.0,6.678,4.326
46368,2025-11-19 00:50:00,0.66,0.066,0.285,44.28,,5.186,0.0,5.186,4.385
46369,2025-11-19 01:00:00,0.622,0.042,0.262,316.2,,6.589,0.0,6.589,4.724
46370,2025-11-19 01:10:00,0.572,0.019,0.175,240.5,,6.657,0.0,6.657,4.89
46371,2025-11-19 01:20:00,0.691,0.186,0.508,130.7,,4.758,0.0,4.758,5.014
46372,2025-11-19 01:30:00,1.045,0.467,0.682,135.9,,7.073,0.0,7.073,5.027
46373,2025-11-19 01:40:00,1.282,0.546,0.759,133.9,,6.703,0.0,6.703,5.29
46374,2025-11-19 01:50:00,1.526,0.662,0.729,134.1,,4.829,0.0,4.829,5.536
46375,2025-11-19 02:00:00,1.742,0.732,0.705,127.3,,7.082,0.0,7.082,5.933
46376,2025-11-19 02:10:00,1.952,0.788,0.736,145.4,,6.552,0.0,6.552,6.426
46377,2025-11-19 02:20:00,2.222,0.82,0.922,147.6,,4.916,0.0,4.916,6.556
46378,2025-11-19 02:30:00,2.453,0.684,1.31,155.1,,6.999,0.0,6.999,6.577
46379,2025-11-19 02:40:00,2.638,0.57,1.205,140.4,,6.501,0.0,6.501,6.761
46380,2025-11-19 02:50:00,2.674,0.631,1.102,137.8,,4.719,0.0,4.719,6.794
46381,2025-11-19 03:00:00,2.819,0.692,1.346,131.6,,6.96,0.0,6.96,7.073
46382,2025-11-19 03:10:00,2.87,0.255,1.262,144.5,,6.725,0.0,6.725,7.107
46383,2025-11-19 03:20:00,2.722,0.342,0.875,137.6,,4.701,0.0,4.701,6.966
46384,2025-11-19 03:30:00,2.55,0.387,0.761,132.1,,6.582,0.0,6.582,6.722
46385,2025-11-19 03:40:00,2.528,0.411,0.648,124.6,,7.093,0.0,7.093,6.686
46386,2025-11-19 03:50:00,2.318,0.41,0.537,134.0,,4.876,0.0,4.876,6.443
46387,2025-11-19 04:00:00,2.128,0.34,0.955,188.9,,6.478,0.0,6.478,6.126
46388,2025-11-19 04:10:00,2.015,0.216,1.34,172.5,,6.972,0.0,6.972,5.728
46389,2025-11-19 04:20:00,1.99,0.181,1.313,179.6,,4.755,0.0,4.755,5.714
46390,2025-11-19 04:30:00,2.024,0.27,1.151,146.0,,6.633,0.0,6.633,5.724
46391,2025-11-19 04:40:00,2.061,0.24,0.959,148.2,,6.992,0.0,6.992,5.743
46392,2025-11-19 04:50:00,2.028,0.179,0.716,140.1,,4.759,0.0,4.759,5.883
46393,2025-11-19 05:00:00,2.148,0.156,0.822,140.3,,6.731,0.0,6.731,6.042
46394,2025-11-19 05:10:00,2.319,0.143,0.769,149.1,,6.687,0.0,6.687,6.09
46395,2025-11-19 05:20:00,2.377,0.151,1.003,155.5,,5.054,0.0,5.054,6.214
46396,2025-11-19 05:30:00,2.404,0.138,0.81,148.4,,6.546,0.0,6.546,6.475
46397,2025-11-19 05:40:00,2.362,0.126,0.995,156.7,,6.608,0.0,6.608,6.431
46398,2025-11-19 05:50:00,2.701,0.029,1.047,116.8,,5.136,0.0,5.136,7.36
46399,2025-11-19 06:00:00,2.908,-0.191,0.8,134.7,,6.566,0.0,6.566,7.386
46400,2025-11-19 06:10:00,3.092,-0.429,0.744,113.5,,6.741,0.0,6.741,7.676
46401,2025-11-19 06:20:00,2.945,-0.455,0.659,108.3,,5.244,0.0,5.244,7.121
46402,2025-11-19 06:30:00,2.693,-0.38,0.57,106.8,,7.965,0.0,7.965,7.26
46403,2025-11-19 06:40:00,2.718,-0.42,0.611,116.2,,9.55,0.0,9.55,6.983
46404,2025-11-19 06:50:00,2.565,-0.446,0.668,121.6,,3.89,0.0,3.89,6.507
46405,2025-11-19 07:00:00,2.522,-0.334,0.616,131.8,,9.11,0.054,9.11,6.632
46406,2025-11-19 07:10:00,2.346,-0.201,0.519,124.7,,15.76,3.882,15.54,6.253
46407,2025-11-19 07:20:00,2.29,-0.193,0.626,140.8,,20.8,7.036,20.24,6.457
46408,2025-11-19 07:30:00,2.448,-0.255,0.838,146.7,,28.36,5.541,27.8,5.576
46409,2025-11-19 07:40:00,2.704,0.019,0.716,138.4,,31.16,2.889,30.8,5.328
46410,2025-11-19 07:50:00,3.053,0.454,0.554,152.5,,78.17,251.8,38.71,5.247
46411,2025-11-19 08:00:00,4.419,0.848,0.46,139.4,,121.8,421.0,49.3,4.778
46412,2025-11-19 08:10:00,5.36,1.109,0.473,143.4,,169.1,566.0,57.71,4.645
46413,2025-11-19 08:20:00,5.258,1.062,0.754,136.9,,194.1,617.3,59.62,4.858
46414,2025-11-19 08:30:00,4.8,1.134,0.859,141.6,,91.0,132.7,60.39,4.953
46415,2025-11-19 08:40:00,4.99,1.084,1.0,135.8,,83.6,73.05,64.16,5.281
46416,2025-11-19 08:50:00,5.762,1.007,0.815,140.4,,265.6,687.4,75.16,5.412
46417,2025-11-19 09:00:00,6.315,0.792,0.66,132.3,,285.0,672.2,87.0,5.394
46418,2025-11-19 09:10:00,6.856,0.833,0.473,284.8,,302.6,627.4,107.2,5.393
46419,2025-11-19 09:20:00,6.92,0.735,0.489,102.3,,307.6,586.4,115.8,5.357
46420,2025-11-19 09:30:00,7.542,0.969,0.467,342.9,,346.0,621.2,133.7,5.129
46421,2025-11-19 09:40:00,6.794,0.915,1.208,332.0,,320.9,493.8,145.3,5.457
46422,2025-11-19 09:50:00,6.022,1.156,1.285,343.8,,350.6,506.2,164.3,5.738
46423,2025-11-19 10:00:00,5.949,1.269,1.232,355.3,,347.9,446.8,178.6,5.685
46424,2025-11-19 10:10:00,5.729,1.176,1.331,356.8,,327.2,373.4,181.8,5.923
46425,2025-11-19 10:20:00,5.852,1.177,1.404,340.2,,352.9,430.7,181.3,6.281
46426,2025-11-19 10:30:00,5.859,1.162,1.67,337.4,,323.8,366.9,174.8,6.518
46427,2025-11-19 10:40:00,5.73,0.818,1.466,328.1,,328.0,408.7,159.3,6.479
46428,2025-11-19 10:50:00,5.678,0.434,1.667,342.3,,384.9,551.7,154.3,6.486
46429,2025-11-19 11:00:00,5.806,0.245,1.866,339.7,,396.4,596.4,144.7,6.548
46430,2025-11-19 11:10:00,6.19,0.39,1.384,340.8,,393.2,565.2,153.1,6.439
46431,2025-11-19 11:20:00,6.505,0.188,1.183,338.2,,422.5,630.8,153.6,6.129
46432,2025-11-19 11:30:00,6.698,0.138,1.529,307.5,,407.5,517.4,186.8,6.765
46433,2025-11-19 11:40:00,7.144,0.02,0.864,115.3,,459.5,669.5,174.5,6.266
46434,2025-11-19 11:50:00,7.582,-0.103,1.012,200.6,,321.8,434.9,137.6,8.1
46435,2025-11-19 12:00:00,7.891,-0.087,1.72,329.5,,471.6,731.8,164.2,8.56
46436,2025-11-19 12:10:00,7.724,-0.365,2.375,340.8,,381.6,487.4,179.3,8.91
46437,2025-11-19 12:20:00,7.736,-0.703,2.202,344.4,,364.8,443.5,183.1,9.25
46438,2025-11-19 12:30:00,8.02,-0.877,2.304,328.8,,372.0,478.2,180.1,9.56
46439,2025-11-19 12:40:00,7.971,-0.887,2.486,320.7,,289.7,402.4,131.3,9.72
46440,2025-11-19 12:50:00,8.06,-0.989,1.988,332.2,,254.9,342.6,123.3,9.92
46441,2025-11-19 13:00:00,8.32,-0.747,1.874,348.0,,358.6,606.4,132.3,9.7
46442,2025-11-19 13:10:00,8.65,-1.233,1.439,358.0,,312.2,549.0,114.1,10.16
46443,2025-11-19 13:20:00,8.96,-2.041,1.903,3.823,,280.9,462.8,119.6,10.34
46444,2025-11-19 13:30:00,8.64,-2.312,2.12,341.6,,224.5,308.8,121.6,10.83
46445,2025-11-19 13:40:00,8.77,-2.277,1.798,352.0,,277.6,477.4,125.6,10.96
46446,2025-11-19 13:50:00,8.89,-1.952,1.476,0.309,,263.3,502.9,111.1,10.78
46447,2025-11-19 14:00:00,9.05,-2.131,1.245,13.98,,263.9,486.9,125.5,10.69
46448,2025-11-19 14:10:00,9.35,-2.181,0.681,304.7,,269.0,505.7,134.2,10.15
46449,2025-11-19 14:20:00,9.25,-2.43,0.911,290.2,,236.3,495.5,113.9,10.28
46450,2025-11-19 14:30:00,9.45,-2.904,0.658,282.9,,184.7,379.4,97.7,10.87
46451,2025-11-19 14:40:00,9.35,-2.622,0.958,322.8,,140.7,245.0,90.3,11.46
46452,2025-11-19 14:50:00,9.04,-2.442,0.882,265.7,,109.6,125.1,86.4,11.78
46453,2025-11-19 15:00:00,8.76,-2.789,1.138,269.7,,80.8,29.92,75.76,11.96
46454,2025-11-19 15:10:00,8.35,-2.581,1.064,237.3,,59.71,0.503,59.65,12.0
46455,2025-11-19 15:20:00,8.05,-2.252,0.966,232.4,,50.74,2.7,50.44,11.99
46456,2025-11-19 15:30:00,7.961,-2.317,0.493,257.1,,46.54,4.928,46.09,12.27
46457,2025-11-19 15:40:00,7.783,-2.188,0.645,262.6,,37.32,3.485,37.07,12.05
46458,2025-11-19 15:50:00,7.509,-2.029,0.282,236.4,,16.64,0.508,16.61,12.18
46459,2025-11-19 16:00:00,7.239,-1.981,0.27,358.3,,5.736,0.0,5.736,12.25
46460,2025-11-19 16:10:00,6.987,-1.299,0.466,58.45,,7.879,0.0,7.879,11.78
46461,2025-11-19 16:20:00,6.652,-1.104,0.319,72.69,,6.89,0.0,6.89,11.38
46462,2025-11-19 16:30:00,6.302,-1.366,0.215,285.9,,7.294,0.0,7.294,11.53
46463,2025-11-19 16:40:00,6.123,-0.956,0.336,12.78,,6.936,0.0,6.936,11.11
46464,2025-11-19 16:50:00,5.972,-0.64,0.363,34.41,,5.412,0.0,5.412,10.86
46465,2025-11-19 17:00:00,5.938,-0.513,0.269,127.7,,6.786,0.0,6.786,10.77
46466,2025-11-19 17:10:00,6.019,-0.522,0.691,112.5,,6.834,0.0,6.834,10.38
46467,2025-11-19 17:20:00,6.185,-0.022,0.507,139.9,,5.35,0.0,5.35,10.54
46468,2025-11-19 17:30:00,6.29,0.488,0.924,146.0,,6.814,0.0,6.814,10.74
46469,2025-11-19 17:40:00,6.427,1.333,0.946,144.4,,6.954,0.0,6.954,10.92
46470,2025-11-19 17:50:00,6.436,1.31,0.621,135.2,,5.058,0.0,5.058,11.07
46471,2025-11-19 18:00:00,6.219,1.151,0.631,85.8,,7.076,0.0,7.076,10.59
46472,2025-11-19 18:10:00,6.027,0.974,0.581,113.6,,6.763,0.0,6.763,10.6
46473,2025-11-19 18:20:00,5.893,0.834,0.669,119.6,,4.84,0.0,4.84,10.29
46474,2025-11-19 18:30:00,5.826,0.916,0.567,129.1,,7.063,0.0,7.063,10.25
