#C1 Time in seconds. Beginning of a year is 0s.;#C2 Dry bulb temperature in Celsius at indicated time;#C3 Dew point temperature in Celsius at indicated time;#C9 Global horizontal radiation in Wh/m2;#C18 Total sky cover at indicated time
8398800;9.8;7.5;0;0
8402400;10.2;7.8;0;0
8406000;10.5;8.1;17;1
8409600;11.3;6.4;141;1
8413200;12.2;4.5;328;1
8416800;13;2.3;510;1
8420400;13.2;2.5;659;1
8424000;13.4;2.6;759;1
8427600;13.6;2.8;801;1
8431200;13.7;1.6;785;0
8434800;13.7;0.3;708;0
8438400;13.8;-1;578;0
8442000;12.9;-2.3;407;0
8445600;12;-3;215;0
8449200;11;-1.7;50;0
8452800;10.2;-2.6;1;0
8456400;9.4;-3.2;0;0
8460000;8.6;-3.3;0;0
8463600;7.5;-3.7;0;0
8467200;6.5;-3.5;0;0
8470800;5.4;-2.9;0;0
8474400;4.7;-2.8;0;0
8478000;4;-2;0;0
8481600;4.1;-2.5;0;0
8485200;3.8;-2.7;0;0
8488800;3.5;-2.4;0;0
8492400;3.2;-1.9;18;0
8496000;4.6;-2.2;148;0
8499600;6.1;-2.3;337;0
8503200;7.5;-2;520;0
8506800;8.8;-2.4;670;0
8510400;10;-2.4;770;0
8514000;11.3;-2.1;812;0
8517600;11.8;-2.8;794;0
8521200;12.3;-3.1;715;1
8524800;12.8;-3;583;1
8528400;12.1;-3;409;2
8532000;11.4;-2.5;216;2
8535600;10.7;-1.7;51;2
8539200;9;-1;1;2
8542800;8;-2;0;1
8546400;7.6;-2.4;0;0
8550000;6.8;-2.7;0;0
8553600;5.9;-2.6;0;1
8557200;5.1;-2.2;0;1
8560800;4.5;-2.6;0;1
8564400;3.8;-2.6;0;1
8568000;3.2;-2.3;0;1
8571600;3.1;-2.5;0;3
8575200;3;-2.3;0;5
8578800;2.9;-1.8;15;6
8582400;4.4;-1.8;120;6
8586000;5.8;-1.5;270;6
8589600;7.3;-1.1;415;6
8593200;9;-1;505;7
8596800;10.4;-0.9;545;7
8600400;11.9;-0.6;534;7
8604000;12.8;-0.3;521;7
8607600;13.6;0;470;7
8611200;14.5;0.4;383;7
8614800;13.8;1.2;353;5
8618400;13.2;2;212;3
8622000;12.5;2.7;54;1
8625600;11.5;3;1;1
8629200;10.5;3.2;0;1
8632800;9.5;3.5;0;1
8636400;8.4;3.4;0;1
8640000;7.2;3.2;0;1
8643600;6.1;3.1;0;1
8647200;5.8;3;0;1
8650800;5.4;2.9;0;2
8654400;5.1;2.9;0;2
8658000;4.8;2.8;0;2
8661600;4.4;2.7;0;2
8665200;4.1;2.6;21;2
8668800;5.7;3;154;2
8672400;7.3;3.5;340;2
8676000;8.9;3.9;518;2
8679600;11;4;663;2
8683200;12;4;759;2
8686800;14.1;3.8;800;2
8690400;15;4.4;780;2
8694000;16;5;703;2
8697600;16.9;4.6;575;2
8701200;17;4;408;2
8704800;16;3.9;220;2
8708400;15;3.8;56;2
8712000;13.8;3.9;2;2
8715600;12.7;3.9;0;1
8719200;11.5;4;0;0
8722800;10.3;4;0;0
8726400;9.1;3.9;0;0
8730000;7.9;3.9;0;0
8733600;7.4;4;0;0
8737200;7;4;0;0
8740800;6.3;3.5;0;0
8744400;5.6;3.3;0;0
8748000;5;3;0;0
8751600;6.3;3.8;22;0
8755200;8;4;162;0
8758800;10;4;351;1
8762400;11.4;4.2;531;1
8766000;13.4;4.1;678;1
8769600;15.3;4;776;1
8773200;17.3;3.9;817;1
8776800;17.4;3.5;799;1
8780400;17.6;3.2;722;0
8784000;17.7;2.8;591;0
8787600;18;2;420;0
8791200;16.7;2.4;228;0
8794800;15.5;2.7;60;0
8798400;14.4;2.9;2;0
8802000;13.3;3;0;0
8805600;12.2;3.2;0;0
8809200;11.4;3.5;0;0
8812800;10.7;3.8;0;0
8816400;9.9;4.1;0;0
8820000;9.5;3.9;0;0
8823600;9;3.6;0;0
8827200;8.6;3.4;0;0
8830800;8.2;3.4;0;0
8834400;7.8;3.3;0;1
8838000;7.4;3.3;24;1
8841600;8.5;3.2;166;1
8845200;9.7;3;356;1
8848800;10.8;2.9;538;1
8852400;13;3;674;2
8856000;13.9;2.7;770;2
8859600;14.9;2.4;810;2
8863200;15.1;2.2;791;2
8866800;15.2;2.1;714;2
8870400;15.4;1.9;585;2
8874000;14.4;1.7;417;2
8877600;13.5;1.4;228;2
8881200;12.5;1.2;61;2
8884800;11;1;2;2
8888400;10;1;0;1
8892000;9.5;1.7;0;0
8895600;8.8;1.7;0;0
8899200;8;1.6;0;0
8902800;7.3;1.6;0;0
8906400;6.7;1.3;0;0
8910000;6;1.1;0;0
8913600;5.4;0.8;0;0
8917200;5.1;0.5;0;0
8920800;4.8;0.2;0;0
8924400;4.5;-0.1;25;0
8928000;5.8;-0.7;173;0
8931600;7.2;-1.3;364;1
8935200;8.5;-1.6;546;1
8938800;10.2;-2.1;694;1
8942400;12;-2;792;1
8946000;12.9;-1.1;831;1
8949600;13.1;-2.4;813;1
8953200;13.3;-3.6;736;1
8956800;13.5;-4.2;605;1
8960400;12.9;-5.4;432;0
8964000;12.4;-5.9;238;0
8967600;11.8;-5.6;66;0
8971200;10.8;-5.2;2;0
8974800;9.7;-4.1;0;0
8978400;8.7;-2.6;0;0
8982000;7.8;-3.2;0;0
8985600;7;-3;0;0
8989200;6.7;-2.7;0;0
8992800;6.2;-3.2;0;0
8996400;5.6;-3.3;0;1
9000000;5.1;-2.9;0;1
9003600;5;-2;0;2
9007200;4.4;-2.3;0;2
9010800;3.9;-1.9;27;2
9014400;5.8;-1.5;171;3
9018000;7.8;-0.9;344;4
9021600;9.7;-0.2;488;5
9025200;10.9;-0.3;577;6
9028800;12.2;-0.3;597;7
9032400;13.4;-0.3;548;7
9036000;13.6;-0.2;442;8
9039600;13.7;0;300;9
9043200;13.9;0.2;151;10
9046800;13.4;0.6;143;10
9050400;12.8;0.9;97;9
9054000;12.3;1.3;32;9
9057600;11.6;1.3;1;9
9061200;10.9;1.3;0;9
9064800;10.2;1.3;0;9
9068400;9.6;2.2;0;9
9072000;9;3;0;9
9075600;9.1;3.3;0;9
9079200;8.8;4.5;0;9
9082800;8.4;5.7;0;10
9086400;8.1;6.7;0;10
9090000;7.7;5.7;0;10
9093600;7.3;4.7;0;10
9097200;6.9;3.5;8;10
9100800;6.9;3.8;60;10
9104400;7;4;152;9
9108000;8.2;3.3;264;9
9111600;8.2;3;334;9
9115200;8.2;2.7;380;9
9118800;8.2;2.4;399;9
9122400;9;1.5;536;7
9126000;9.8;0.5;584;6
9129600;10.6;-0.5;539;5
9133200;10;-0.1;374;5
9136800;9.3;0.4;200;6
9140400;8.7;0.9;55;6
9144000;8.3;1.2;2;7
9147600;7.9;1.5;0;8
9151200;7.5;1.8;0;9
9154800;6.5;1.7;0;8
9158400;5.4;1.5;0;7
9162000;4.4;1.4;0;6
9165600;4.4;1.6;0;7
9169200;4.5;1.7;0;7
9172800;4.5;1.9;0;7
9176400;4.8;2.1;0;8
9180000;5.1;2.4;0;9
9183600;5.4;2.6;8;10
9187200;6.5;2.6;62;10
9190800;7.6;2.5;154;9
9194400;8.7;2.5;267;9
9198000;9.6;2.3;287;9
9201600;10.4;2;266;10
9205200;11.3;1.8;211;10
9208800;12.1;1.9;727;5
9212400;13;2;742;0
9216000;13.1;1.8;153;10
9219600;13;2.4;287;7
9223200;13;3;217;5
9226800;12.8;2.9;71;2
9230400;11.4;3;3;4
9234000;10;3;0;6
9237600;9.4;3.2;0;7
9241200;9.5;3.1;0;7
9244800;9.6;2.9;0;7
9248400;9.7;2.8;0;7
9252000;9.9;2.9;0;8
9255600;10;2.9;0;8
9259200;10.2;3;0;9
9262800;9.5;3.2;0;8
9266400;8.9;3.5;0;8
9270000;8.2;3.7;24;7
9273600;10.1;3.9;163;5
9277200;12.1;4.1;368;3
9280800;14;4.3;562;1
9284400;15.3;4;705;2
9288000;16.5;3.6;796;2
9291600;17.8;3.3;830;2
9295200;18.7;3.4;802;3
9298800;19.5;3.5;716;3
9302400;20.4;3.6;580;4
9306000;19.5;3.5;429;3
9309600;18.6;3.3;246;2
9313200;17.7;3.2;75;1
9316800;16.7;3.8;4;1
9320400;15.6;4.5;0;2
9324000;14.5;5.1;0;2
9327600;13.5;5.6;0;2
9331200;12.5;6.2;0;2
9334800;11.4;6.7;0;2
9338400;11.1;6.8;0;4
9342000;10.8;6.8;0;6
9345600;10.5;6.8;0;7
9349200;11;5;0;8
9352800;10.7;6.1;0;8
9356400;10.5;7;19;9
9360000;11;6;79;9
9363600;10.8;6.8;128;10
9367200;10.7;7.6;141;10
9370800;10;8;177;10
9374400;10.8;8.7;201;10
9378000;11.7;9.4;210;10
9381600;15;9;272;10
9385200;14.2;8.4;302;9
9388800;13.5;7.7;292;9
9392400;11;6.5;180;9
9396000;8.4;5.1;83;10
9399600;5.9;3.6;19;10
9403200;5.8;3.5;1;10
9406800;5.7;3.5;0;10
9410400;5.6;3.4;0;10
9414000;5.3;3.2;0;9
9417600;5;3;0;7
9421200;4.3;2.5;0;6
9424800;3.8;2.3;0;5
9428400;3.3;2;0;4
9432000;2.8;1.8;0;2
9435600;2.9;2;0;3
9439200;2.9;2.1;0;3
9442800;3;2.3;40;4
9446400;4.4;2.2;186;4
9450000;5.8;2;358;5
9453600;7.2;1.9;508;5
9457200;8.2;0.8;638;5
9460800;9.2;-0.4;723;5
9464400;10.2;-1.5;759;5
9468000;11.1;-2.3;778;4
9471600;11.9;-2.9;729;3
9475200;12.8;-3;614;2
9478800;12;-2;439;3
9482400;11.6;-1.4;247;3
9486000;11.3;-0.5;77;4
9489600;10.3;0.2;5;3
9493200;9.2;0.9;0;3
9496800;8.2;1.6;0;2
9500400;8.1;2;0;5
9504000;8;2.4;0;7
9507600;7.9;2.8;0;10
9511200;7.9;3.9;0;10
9514800;8;5;0;10
9518400;6.8;5;0;10
9522000;6.5;4.8;0;10
9525600;6.2;4.5;0;10
9529200;5.9;4.2;11;10
9532800;6;5;68;10
9536400;6.7;5.2;161;9
9540000;7.5;5.3;275;9
9543600;8.7;5.7;343;9
9547200;10;6;388;9
9550800;11.3;6.8;406;9
9554400;12.1;7.4;338;9
9558000;13;8;248;10
9561600;11.9;9.8;154;10
9565200;11.7;9.5;112;10
9568800;11.5;9.1;64;10
9572400;11.3;8.7;21;10
9576000;11;9;1;10
9579600;11.2;8.8;0;10
9583200;11.4;8.6;0;10
9586800;11.2;8.7;0;10
9590400;11;8.7;0;10
9594000;10.8;8.7;0;10
9597600;9.6;7.9;0;10
9601200;8.5;7.1;0;10
9604800;7.3;6.2;0;10
9608400;7.4;6.4;0;10
9612000;7.4;6.6;0;10
9615600;7.5;6.8;12;10
9619200;7;6;52;10
9622800;8;6.4;100;10
9626400;9;6.7;145;10
9630000;10;7;181;10
9633600;10.1;7.6;204;10
9637200;10.3;8.1;213;10
9640800;10.7;7.9;397;9
9644400;11.1;7.7;493;7
9648000;11.6;7.4;491;6
9651600;12;7.2;400;5
9655200;12.4;6.9;246;4
9658800;12.4;6.9;81;4
9662400;11.9;6.9;5;5
9666000;11.4;6.9;0;6
9669600;10.9;6.9;0;7
9673200;10.4;6.9;0;8
9676800;9.9;6.8;0;9
9680400;9.4;6.8;0;10
9684000;9.3;7;0;10
9687600;9.2;7.2;0;10
9691200;9;7.3;0;10
9694800;8.9;7.5;0;10
9698400;8.8;7.7;0;10
9702000;8.7;7.8;13;10
9705600;8.8;7.6;53;10
9709200;8.8;7.4;101;10
9712800;8.9;7.2;146;10
9716400;9;7;182;10
9720000;9;7.2;205;10
9723600;9.1;7.4;214;10
9727200;9.4;7.7;209;10
9730800;9.6;8;189;10
9734400;9.9;8.3;156;10
9738000;9.5;8.1;114;10
9741600;9.2;7.9;66;10
9745200;8.8;7.7;22;10
9748800;8.6;7.6;2;10
9752400;8.5;7.5;0;10
9756000;8.3;7.3;0;10
9759600;8.2;7.2;0;10
9763200;8;7;0;10
9766800;8;7.1;0;10
9770400;8;7;0;10
9774000;7.8;7;0;10
9777600;7.7;7;0;10
9781200;7.8;7.1;0;10
9784800;7.8;7.1;0;10
9788400;7.9;7.1;14;10
9792000;8.4;7.4;54;10
9795600;8.9;7.6;102;10
9799200;9.5;7.8;147;10
9802800;10;8;182;10
9806400;10;8;206;10
9810000;11;8;215;10
9813600;10.9;8.2;210;10
9817200;10.7;8.4;190;10
9820800;10.6;8.5;157;10
9824400;10;9;114;10
9828000;10;9;66;10
9831600;10;9;23;10
9835200;9.5;8.5;2;10
9838800;9;8;0;10
9842400;8.9;8;0;10
9846000;8.8;7.9;0;10
9849600;8.7;7.8;0;10
9853200;8.6;7.7;0;10
9856800;8.5;7.6;0;10
9860400;8.4;7.5;0;10
9864000;8.2;7.3;0;10
9867600;8.1;7.2;0;10
9871200;8;7;1;10
9874800;8;7.1;14;10
9878400;8;7.1;55;10
9882000;8.1;7;103;10
9885600;8.1;6.9;148;10
9889200;8.3;6.9;184;10
9892800;8.4;6.8;207;10
9896400;8.6;6.7;216;10
9900000;8.7;6.8;211;10
9903600;8.7;6.8;191;10
9907200;8.8;6.8;158;10
9910800;8.7;6.6;116;10
9914400;8.7;6.4;68;10
9918000;8.6;6.2;23;10
9921600;8;6;2;10
9925200;8;5.9;0;10
9928800;8;5.8;0;10
9932400;8;5.9;0;10
9936000;7.9;5.9;0;10
9939600;7.9;5.9;0;10
9943200;7.4;6;0;10
9946800;7;6;0;10
9950400;7.2;6.1;0;10
9954000;7.3;6.1;0;10
9957600;7.5;6.2;1;10
9961200;7.7;6.2;15;10
9964800;7.8;6.6;56;10
9968400;8;7;105;10
9972000;8.4;6.7;149;10
9975600;8.9;7.2;185;10
9979200;9.3;7.7;208;10
9982800;9.3;7.7;217;10
9986400;9.3;7.8;211;10
9990000;9.2;7.8;191;10
9993600;9.2;7.8;159;10
9997200;9.2;7.7;116;10
10000800;9.2;7.6;68;10
10004400;9.2;7.5;24;10
10008000;9.1;7.7;2;10
10011600;9.1;7.8;0;10
10015200;9;7.9;0;10
10018800;9;8;0;10
10022400;9;8;0;10
10026000;9.2;8;0;10
10029600;9.1;8;0;10
10033200;9;8;0;10
10036800;9.4;7.8;0;10
10040400;10;8;0;10
10044000;10;8.2;1;10
10047600;10;8.3;16;10
10051200;10.4;8.6;76;10
10054800;10.8;8.9;172;9
10058400;11.2;9.1;286;9
10062000;12;10;353;9
10065600;12.7;9.8;397;9
10069200;13.5;9.6;414;9
10072800;13.3;9.8;508;8
10076400;13.2;9.9;540;7
10080000;13;10;502;6
10083600;12.9;10;400;5
10087200;12.9;10;250;5
10090800;12.8;10;93;4
10094400;12;9;8;2
10098000;10.7;8.5;0;2
10101600;9.4;8;0;2
10105200;8.9;7.7;0;4
10108800;8.4;7.4;0;5
10112400;7.9;7;0;6
10116000;8;7.2;0;7
10119600;8.2;7.4;0;9
10123200;8.3;7.5;0;10
10126800;8;8;0;10
10130400;8;8;1;10
10134000;8.4;8;17;10
10137600;9;8;78;10
10141200;9;9;173;9
10144800;10.7;9.6;287;9
10148400;12;9.2;355;9
10152000;13.4;8.7;399;9
10155600;14.7;8.2;417;9
10159200;15.6;8.5;637;7
10162800;16.5;8.8;701;5
10166400;17.4;9.1;629;2
10170000;17.4;9.2;462;2
10173600;17.5;9.3;274;2
10177200;17.5;9.4;99;2
10180800;15;10;9;2
10184400;15;9;0;2
10188000;14.1;9.5;0;1
10191600;13;8;0;1
10195200;12;8;0;0
10198800;12.1;7.2;0;0
10202400;11.5;6.6;0;0
10206000;11;6;0;0
10209600;9.8;5.4;0;0
10213200;10.1;5.6;0;2
10216800;10.5;5.7;4;3
10220400;10.8;5.8;62;5
10224000;12.6;5.9;189;6
10227600;14.5;5.9;283;7
10231200;16.3;5.9;291;9
10234800;16.9;5.8;359;9
10238400;17.6;5.6;403;9
10242000;18.2;5.4;420;9
10245600;18;6;409;9
10249200;18.1;6.7;370;9
10252800;18.2;7.3;308;9
10256400;17;8;193;9
10260000;14.4;8.7;94;10
10263600;11.9;9.3;26;10
10267200;11.7;9;3;10
10270800;11.5;8.7;0;9
10274400;11.3;8.3;0;9
10278000;11.1;8.5;0;9
10281600;11;8.6;0;9
10285200;10.8;8.7;0;9
10288800;10.7;8.9;0;9
10292400;10.5;9.1;0;10
10296000;10.4;9.3;0;10
10299600;10;9;0;9
10303200;10;9;2;9
10306800;11;9;42;8
10310400;11.5;9;158;7
10314000;12;9;316;7
10317600;13.3;8.2;483;6
10321200;14.1;8.6;563;7
10324800;15;9;594;7
10328400;15.4;7.4;577;7
10332000;15;8;562;7
10335600;16;8;510;7
10339200;15.6;7.1;425;7
10342800;15.3;7.1;348;7
10346400;15;7;226;6
10350000;13.1;9;89;6
10353600;12.5;9;9;5
10357200;11.9;9;0;4
10360800;11.3;8.8;0;4
10364400;10.8;8.7;0;2
10368000;10.4;8.6;0;1
10371600;10;8.6;0;10
10375200;9.7;8.7;0;10
10378800;9.4;8.9;0;10
10382400;9.2;9;0;10
10386000;9;9;0;10
10389600;8.8;8.8;1;10
10393200;9.5;8.9;19;10
10396800;10;9;62;10
10400400;11;9;110;10
10404000;11.5;9.8;154;10
10407600;13;9;360;9
10411200;14;10;554;7
10414800;14.6;10.2;695;6
10418400;15.8;10.6;797;4
10422000;17;12;768;2
10425600;17.9;11.3;648;0
10429200;19;12;477;1
10432800;19;12;283;2
10436400;18.3;12;103;4
10440000;17;13;9;5
10443600;15;13;0;7
10447200;13.8;12;0;9
10450800;13.4;11.6;0;8
10454400;13;11;0;7
10458000;12;10.7;0;6
10461600;11.5;10.6;0;7
10465200;11;11;0;7
10468800;11;10.3;0;7
10472400;10;10;0;6
10476000;10;9;5;4
10479600;11.5;9.8;78;2
10483200;15;12;240;3
10486800;18;12;410;4
10490400;19.5;12.6;545;5
10494000;21;11;597;6
10497600;22;11;555;7
10501200;22.1;10.5;421;9
10504800;22;9;411;9
10508400;22;9;374;9
10512000;21;9;312;9
10515600;20;8;231;9
10519200;19;7;140;9
10522800;17.8;6.9;54;9
10526400;17;6;6;8
10530000;15;7;0;8
10533600;13.1;8;0;7
10537200;12;7;0;7
10540800;12;7;0;6
10544400;12.5;7.2;0;5
10548000;12;8;0;5
10551600;12;8;0;6
10555200;12.3;8.9;0;6
10558800;12;8;0;5
10562400;11;8;5;5
10566000;12.9;9;78;4
10569600;15;10;224;5
10573200;16;10;352;6
10576800;17.6;10.9;407;7
10580400;17;11;456;8
10584000;20;12;460;8
10587600;20;11.6;422;9
10591200;19;13;350;9
10594800;13;9;260;10
10598400;11;9.1;164;10
10602000;10;9;122;10
10605600;8;8;74;10
10609200;7.5;7;29;10
10612800;7;7;3;10
10616400;7;6;0;10
10620000;6.9;6.3;0;10
10623600;7;6;0;9
10627200;7;6;0;7
10630800;6.9;6.2;0;6
10634400;7;6;0;7
10638000;7;6;0;7
10641600;6.6;6.4;0;7
10645200;7;6;0;8
10648800;7;6;4;8
10652400;6.6;6;41;9
10656000;7;6;123;9
10659600;8;6;216;9
10663200;9.2;7.4;299;9
10666800;11;8;415;8
10670400;11;8;515;8
10674000;12;8;584;7
10677600;13;9;521;8
10681200;14;10;426;8
10684800;13.2;9.4;314;9
10688400;13;9;233;9
10692000;14;10;142;9
10695600;13;11;56;9
10699200;12;12;6;9
10702800;13;12;0;9
10706400;13;11.7;0;9
10710000;13;11;0;8
10713600;13;11;0;8
10717200;12.9;11;0;7
10720800;13;11;0;7
10724400;13;11;0;7
10728000;12.6;10.9;0;7
10731600;13;11;0;7
10735200;12;11;5;7
10738800;13.6;11.3;58;7
10742400;14;11;157;8
10746000;14;9;246;8
10749600;14.9;9.7;300;9
10753200;16;11;365;9
10756800;18;11;408;9
10760400;17.2;10;425;9
10764000;17.6;10.1;612;7
10767600;18;10;677;5
10771200;19.4;10.1;625;4
10774800;19;10;472;3
10778400;19;10;292;3
10782000;17.8;8.8;118;2
10785600;16;8;13;3
10789200;16;8;0;3
10792800;13.7;7.2;0;4
10796400;13;8;0;3
10800000;14;4;0;2
10803600;12.4;6.8;0;1
10807200;13;7;0;2
10810800;12;8;0;4
10814400;11.2;7.8;0;5
10818000;10;8;0;6
10821600;11;9;5;7
10825200;12.4;9;44;9
10828800;13;9;126;9
10832400;13;9;218;9
10836000;14;8.8;302;9
10839600;15;10;417;8
10843200;16;9;517;8
10846800;17.4;8.8;587;7
10850400;17;9;572;7
10854000;15.8;10.3;519;7
10857600;14.7;10.9;434;7
10861200;15;10;297;8
10864800;14.7;10.8;164;8
10868400;14.5;9.9;58;9
10872000;14;10;6;9
10875600;13;11;0;10
10879200;12.5;10.6;0;10
10882800;12;10;0;10
10886400;11;10;0;10
10890000;10.9;10.5;0;10
10893600;10;10;0;10
10897200;10;10;0;10
10900800;10.2;9.8;0;10
10904400;10;10;0;10
10908000;10;9;2;10
10911600;9.9;9.7;24;10
10915200;10;10;89;10
10918800;11;9;187;9
10922400;11.3;8.8;303;9
10926000;12.1;9.1;369;9
10929600;13;9;412;9
10933200;12.9;9.6;428;9
10936800;14;9;474;8
10940400;13;11;477;8
10944000;13.2;10.8;435;7
10947600;14;12;298;8
10951200;14;12;165;8
10954800;13.5;11.6;59;9
10958400;13;11;6;9
10962000;12;11;0;10
10965600;11.2;10.3;0;10
10969200;11;10;0;10
10972800;10;9;0;9
10976400;9.4;8.5;0;9
10980000;9;9;0;7
10983600;9;8;0;5
10987200;8.1;6.8;0;2
10990800;8;7;0;3
10994400;7;6;8;4
10998000;8.8;7.8;86;5
11001600;11;7;215;6
11005200;12;7;305;7
11008800;13.3;6.3;306;9
11012400;15;6;422;8
11016000;17;5;523;8
11019600;16.6;4.5;594;7
11023200;18;4;579;7
11026800;17;4;527;7
11030400;17.1;3.1;442;7
11034000;17;4;303;8
11037600;17;3;169;8
11041200;15.8;5.5;61;9
11044800;14;6;10;7
11048400;13;6;0;6
11052000;11.3;7.6;0;5
11055600;10;6;0;6
11059200;10;7;0;7
11062800;10.1;7.1;0;7
11066400;10;7;0;7
11070000;10;7;0;7
11073600;8.3;6.2;0;6
11077200;8;6;0;7
11080800;7;6;7;7
11084400;9.4;7.3;66;7
11088000;12;8;165;8
11091600;13;7;253;8
11095200;13.7;6.4;307;9
11098800;15;7;550;7
11102400;15;7;746;5
11106000;16;6.8;858;4
11109600;17;7;781;5
11113200;17;7;634;6
11116800;17.2;7.6;441;7
11120400;18;7;303;8
11124000;17;7;170;8
11127600;16.1;7.3;62;9
11131200;14;8;13;6
11134800;12;8;0;3
11138400;11.4;8.1;0;0
11142000;10;7;0;0
11145600;9;7;0;0
11149200;8.7;7.2;0;0
11152800;8;7;0;0
11156400;8;7;0;0
11160000;7.9;6.9;0;0
11163600;7;6;0;1
11167200;7;6;10;2
11170800;9.1;8;97;4
11174400;11;9;252;5
11178000;14;9;402;5
11181600;16.2;9.2;508;6
11185200;18;9;645;6
11188800;19;10;745;5
11192400;19.8;12.1;797;5
11196000;20;10;819;4
11199600;21;11;770;3
11203200;21.5;11;660;2
11206800;22;11;499;2
11210400;21;11;312;2
11214000;21;12;132;1
11217600;19;12;17;1
11221200;16;12;0;0
11224800;16;11.5;0;0
11228400;14;11;0;0
11232000;14;11;0;0
11235600;13;10.6;0;0
11239200;13;11;0;0
11242800;12;10;0;1
11246400;11.9;10.2;0;1
11250000;11;9;0;2
11253600;11;10;10;3
11257200;13;11.3;99;4
11260800;16;12;254;5
11264400;18;13;402;5
11268000;20.4;13.8;507;6
11271600;21;13;584;7
11275200;22;13;612;7
11278800;23;13.6;590;7
11282400;24;14;527;8
11286000;25;13;434;8
11289600;23.7;14;320;9
11293200;21;15;240;9
11296800;18;17;150;9
11300400;18;17;64;9
11304000;17.5;16.7;11;8
11307600;17;16;0;7
11311200;16.7;16;0;6
11314800;15;15;0;5
11318400;14;14;0;3
11322000;14;14;0;1
11325600;14;14;0;2
11329200;14;14;0;3
11332800;14.4;14.2;0;4
11336400;14;14;0;6
11340000;14;14;7;8
11343600;14.2;14;27;10
11347200;14;14;184;7
11350800;16;15;417;5
11354400;18.3;14.8;632;2
11358000;20;16;737;4
11361600;22;17;765;5
11365200;24.1;17.1;709;6
11368800;25;16;752;5
11372400;26;15;727;5
11376000;26.5;15.7;637;4
11379600;24;15;448;5
11383200;23;14;251;6
11386800;21.1;15;90;7
11390400;20;15;11;8
11394000;19;14;0;8
11397600;18.5;16.2;0;9
11401200;19;15;0;8
11404800;18;15;0;7
11408400;17.5;11.2;0;6
11412000;17;11;0;6
11415600;16;9;0;5
11419200;17;9.2;0;5
11422800;17;9;0;6
11426400;17;9;8;7
11430000;17.1;9;52;9
11433600;18;8;155;8
11437200;18;8;288;8
11440800;20.4;10.3;426;7
11444400;21.2;9.7;516;7
11448000;22;8;576;7
11451600;23.6;8.3;598;7
11455200;25;9;582;7
11458800;23;6;533;7
11462400;24;8.3;447;7
11466000;23;5;310;8
11469600;19;11.8;174;8
11473200;18.9;13.2;67;9
11476800;18;13;15;6
11480400;17;9;0;4
11484000;17.9;8.1;0;1
11487600;18;8;0;3
11491200;17;8;0;5
11494800;17.4;6;0;7
11498400;17;6;0;8
11502000;15;7;0;8
11505600;14.9;7.3;0;9
11509200;13;11;0;9
11512800;13;12;4;10
11516400;12.9;12.2;28;10
11520000;13;12;72;10
11523600;14;12;120;10
11527200;14;13.2;162;10
11530800;12;11;197;10
11534400;11;10;220;10
11538000;12;10.6;228;10
11541600;13;11;222;10
11545200;12;11;202;10
11548800;13.2;11.1;170;10
11552400;13;11;129;10
11556000;13;11;81;10
11559600;12.6;11.2;36;10
11563200;12;11;5;10
11566800;12;11;0;10
11570400;11.9;11.2;0;10
11574000;12;11;0;7
11577600;11;11;0;5
11581200;10.4;10.2;0;2
11584800;10;10;0;4
11588400;10;10;0;5
11592000;10;10;0;6
11595600;11;10;0;7
11599200;11;11;6;9
11602800;11.5;11.4;29;10
11606400;12;12;73;10
11610000;14;13;120;10
11613600;13.5;13.1;163;10
11617200;14;13;261;10
11620800;17;14;356;9
11624400;17;12.8;434;9
11628000;19;13.2;423;9
11631600;19;13;386;9
11635200;18.5;14;325;9
11638800;19;15;245;9
11642400;17;14;156;9
11646000;15.4;14.5;69;9
11649600;14;14;10;9
11653200;14;13;0;9
11656800;12.6;11.9;0;9
11660400;12;12;0;9
11664000;12;12;0;9
11667600;12;11.8;0;9
11671200;12;12;0;9
11674800;12;12;0;9
11678400;12.2;12;0;9
11682000;12;12;0;9
11685600;12.4;12.4;7;9
11689200;12.9;12.8;55;9
11692800;14;14;139;9
11696400;16;14;230;9
11700000;17.1;13.6;312;9
11703600;19;14;376;9
11707200;20;14;418;9
11710800;20.6;12.8;435;9
11714400;20;12;425;9
11718000;20;12;388;9
11721600;20.3;10.8;327;9
11725200;20;12;211;9
11728800;20;13;109;10
11732400;15.3;14;37;10
11736000;15;14;5;10
11739600;15;14;0;10
11743200;14.6;14.5;0;10
11746800;15;15;0;9
11750400;15;14;0;7
11754000;14.5;14;0;6
11757600;14;14;0;7
11761200;13;13;0;7
11764800;13.2;13.1;0;7
11768400;12;12;0;6
11772000;12;12;13;5
11775600;14;13.8;112;4
11779200;16;15;274;4
11782800;17;15;440;5
11786400;18.2;15.6;579;5
11790000;19;16;698;5
11793600;22;17;774;5
11797200;23;17.8;803;5
11800800;24;17;783;5
11804400;25;19;713;5
11808000;26.1;16.5;604;5
11811600;26;16;444;5
11815200;25;17;272;6
11818800;24.1;18.1;117;6
11822400;22;18;20;5
11826000;20;17;0;4
11829600;19.8;17;0;2
11833200;19;16;0;2
11836800;19;14;0;2
11840400;18.7;13.8;0;1
11844000;19;13;0;2
11847600;17;11;0;3
11851200;16.8;9.2;0;4
11854800;16;10;0;3
11858400;15;12;15;3
11862000;17;12.7;119;2
11865600;19;12;295;2
11869200;21;13;485;2
11872800;22.6;12.8;658;1
