#C1 Time in seconds. Beginning of a year is 0s.;#C2 Dry bulb temperature in Celsius at indicated time;#C3 Dew point temperature in Celsius at indicated time;#C9 Global horizontal radiation in Wh/m2;#C18 Total sky cover at indicated time
27003600;9.6;5.8;185;9
27007200;11;5;169;9
27010800;9;4;128;9
27014400;8.3;2.5;71;9
27018000;8;3;29;6
27021600;7;2;1;4
27025200;6.6;0.7;0;1
27028800;6;2;0;1
27032400;5;2;0;1
27036000;4.5;1.2;0;1
27039600;4;1;0;1
27043200;4;1;0;1
27046800;3.4;0.3;0;1
27050400;4;0;0;2
27054000;3;0;0;2
27057600;2.3;-0.1;0;2
27061200;2;0;0;3
27064800;2;0;0;4
27068400;1.1;-1;0;5
27072000;2;0;3;5
27075600;3;1;48;5
27079200;4.5;0.8;152;5
27082800;5;1;236;6
27086400;6;0;271;7
27090000;7;-1.4;252;7
27093600;7;-1;301;5
27097200;8;-1;255;3
27100800;7;-1.4;146;1
27104400;6;-1;35;1
27108000;4;-1;1;1
27111600;3.9;-1.3;0;1
27115200;3;-1;0;1
27118800;2;-1;0;0
27122400;1.7;-1.9;0;0
27126000;1;-2;0;0
27129600;1;-2;0;0
27133200;0.6;-2.4;0;0
27136800;1;-2;0;0
27140400;0;-2;0;1
27144000;-0.3;-2.8;0;1
27147600;-1;-3;0;2
27151200;-1;-3;0;3
27154800;0.1;-2.8;0;4
27158400;0;-3;3;4
27162000;2;-2;49;4
27165600;4.7;-1.1;159;4
27169200;10;0;241;5
27172800;11;1;251;7
27176400;11.5;2.8;180;9
27180000;12;3;164;9
27183600;12;2;124;9
27187200;11.3;1.5;68;9
27190800;11;1;20;8
27194400;10;1;0;7
27198000;10;1.1;0;6
27201600;10;1;0;7
27205200;10;0;0;8
27208800;8.9;0.6;0;9
27212400;9;2;0;9
27216000;9;2;0;9
27219600;9.5;2.6;0;9
27223200;10;3;0;9
27226800;10;3;0;9
27230400;9.7;3.2;0;9
27234000;10;3;0;9
27237600;10;4;0;10
27241200;9.4;5.2;0;10
27244800;9;5;1;10
27248400;10;6;20;9
27252000;10;5.4;77;9
27255600;10;6;148;8
27259200;11;6;210;8
27262800;11.7;5.6;243;7
27266400;14;6;238;7
27270000;14;5;190;7
27273600;13.7;4.6;109;6
27277200;12;4;22;7
27280800;12;4;0;8
27284400;12.5;4;0;9
27288000;13;5;0;9
27291600;12;5;0;9
27295200;11.8;5;0;9
27298800;12;6;0;9
27302400;12;6;0;9
27306000;11.7;5.1;0;9
27309600;12;5;0;9
27313200;12;5;0;9
27316800;12.3;5;0;9
27320400;13;7;0;9
27324000;13;7;0;9
27327600;13.2;7.9;0;9
27331200;13;8;1;9
27334800;12;9;15;10
27338400;12.3;8.8;39;10
27342000;12;9;67;10
27345600;13;9;86;10
27349200;13.3;8.6;91;10
27352800;12;9;83;10
27356400;12;9;62;10
27360000;11.7;8.9;33;10
27363600;12;9;7;10
27367200;12;10;0;10
27370800;11.5;7.6;0;10
27374400;11;6;0;10
27378000;10;5;0;9
27381600;9.6;4;0;9
27385200;9.8;3.7;0;7
27388800;10;5;0;6
27392400;9.2;3;0;5
27396000;7;4;0;4
27399600;7;3;0;2
27403200;6.6;1.7;0;1
27406800;5;1;0;3
27410400;5;1;0;5
27414000;6.1;0.9;0;6
27417600;5;1;1;7
27421200;6;2;26;8
27424800;5.9;2.2;74;9
27428400;7;1;108;9
27432000;8;1;113;10
27435600;8;1.8;91;10
27439200;8.5;1.8;109;10
27442800;9;2;100;9
27446400;9;1.9;63;9
27450000;9;1;19;7
27453600;8;2;0;5
27457200;6.9;1.6;0;4
27460800;7;2;0;4
27464400;8;1;0;4
27468000;7.3;1.2;0;4
27471600;7;1;0;5
27475200;7;1;0;5
27478800;7.5;0.7;0;6
27482400;8;0;0;7
27486000;7.5;1;0;7
27489600;7;1.1;0;7
27493200;6;2;0;8
27496800;6;3;0;9
27500400;5.5;2.8;0;10
27504000;6;3;0;10
27507600;7;3;10;10
27511200;6.2;3.5;37;10
27514800;7;4;65;10
27518400;7;5;84;10
27522000;7.4;5.2;89;10
27525600;8;6;81;10
27529200;8;6;60;10
27532800;7.8;5.4;32;10
27536400;8;6;6;10
27540000;7;5;0;10
27543600;7.1;5.3;0;10
27547200;7;5;0;10
27550800;7;5;0;9
27554400;6.6;5.1;0;9
27558000;7;5;0;9
27561600;6;5;0;9
27565200;6.2;4.5;0;9
27568800;6;4;0;10
27572400;6;4;0;10
27576000;6.1;3.8;0;10
27579600;6;3.6;0;10
27583200;6;3;0;10
27586800;5.9;3.1;0;10
27590400;6;3;0;10
27594000;6;3;10;10
27597600;6.3;3.3;70;9
27601200;7;3;122;9
27604800;8;3;158;9
27608400;8.1;2.8;169;9
27612000;6;3;153;9
27615600;7;3;114;9
27619200;5.8;2.3;60;9
27622800;6;2;16;7
27626400;6;2;0;6
27630000;5.1;1.6;0;5
27633600;5;1;0;6
27637200;5;1;0;7
27640800;5.3;1.2;0;9
27644400;5;1;0;9
27648000;5;1;0;9
27651600;3.9;0.9;0;9
27655200;4;1;0;9
27658800;4;1;0;9
27662400;4.2;1.4;0;9
27666000;4;2;0;9
27669600;4;2;0;10
27673200;4.2;2.1;0;10
27676800;4;2;0;10
27680400;4;2;9;10
27684000;4.2;1.4;36;10
27687600;5;2;83;10
27691200;5;2;133;9
27694800;5.4;1.7;167;9
27698400;6;2;151;9
27702000;5.9;1.8;112;9
27705600;5.9;1.8;59;9
27709200;5;2;17;7
27712800;5;1;0;5
27716400;3.2;0.8;0;2
27720000;3.6;0.9;0;4
27723600;4;2;0;6
27727200;3.8;1.2;0;7
27730800;4;1;0;8
27734400;4;1;0;8
27738000;4.1;1;0;9
27741600;4;1;0;9
27745200;5;1;0;9
27748800;4.8;1.3;0;9
27752400;4;1;0;9
27756000;5;2;0;9
27759600;4.8;1.5;0;9
27763200;5;2;0;9
27766800;5;2;16;9
27770400;6.1;2.9;66;9
27774000;8;4;118;9
27777600;9;4;153;9
27781200;11.2;4.4;164;9
27784800;12;5;149;9
27788400;12;5;110;9
27792000;11.3;5.4;57;9
27795600;11;5;10;9
27799200;11;5;0;9
27802800;11;4.9;0;9
27806400;11;5;0;9
27810000;11;6;0;10
27813600;10.5;6.3;0;10
27817200;11;7;0;8
27820800;11;7;0;7
27824400;10.4;6.5;0;5
27828000;10;6;0;5
27831600;10;6;0;4
27835200;9.9;5.7;0;4
27838800;10;6;0;5
27842400;10;6;0;7
27846000;9.9;5.5;0;9
27849600;10;5;0;8
27853200;10;5;23;7
27856800;11.1;5.4;106;6
27860400;12;5;171;7
27864000;9;3;190;8
27867600;8;3.7;162;9
27871200;10;5;147;9
27874800;10;5;108;9
27878400;9;4;56;9
27882000;8;4;10;9
27885600;7;4;0;9
27889200;8;4.2;0;9
27892800;8;4;0;8
27896400;7;3.6;0;7
27900000;6;3;0;7
27903600;6;3;0;6
27907200;5;3;0;6
27910800;4.7;2.4;0;5
27914400;5;1;0;5
27918000;5;1;0;4
27921600;3.7;0.2;0;4
27925200;4;1;0;5
27928800;4;1;0;5
27932400;3.6;0.8;0;6
27936000;4;1;0;7
27939600;4;1;18;8
27943200;5.3;2;63;9
27946800;6;2;60;10
27950400;4.7;1.4;78;10
27954000;4.5;1.1;84;10
27957600;5.7;1.1;76;10
27961200;5.9;1.2;56;10
27964800;5.7;1.3;29;10
27968400;5.4;1.5;5;10
27972000;4.7;1.6;0;10
27975600;5.3;1.7;0;10
27979200;5.6;1.6;0;10
27982800;5.4;1.5;0;10
27986400;4.9;1.4;0;10
27990000;4.8;1.3;0;10
27993600;4.6;1.2;0;10
27997200;4.7;1.1;0;9
28000800;5.1;0.8;0;9
28004400;5.3;0.5;0;9
28008000;4.6;0.2;0;9
28011600;4.8;0.5;0;10
28015200;5;2;0;10
28018800;5;2;0;10
28022400;5;2;0;10
28026000;6;2;7;10
28029600;5.7;1.8;32;10
28033200;6;2;59;10
28036800;6;1;77;10
28040400;6.1;1.2;83;10
28044000;6;1;75;10
28047600;6;0.8;55;10
28051200;6;0.6;28;10
28054800;6;1;7;10
28058400;5;1;0;9
28062000;4.9;0.3;0;9
28065600;5;0;0;9
28069200;5;0;0;9
28072800;4.6;-0.2;0;9
28076400;4;-1;0;9
28080000;4;-1;0;9
28083600;4;-0.6;0;9
28087200;4;-1;0;9
28090800;4;-1;0;10
28094400;3.5;-0.9;0;10
28098000;3;-1;0;10
28101600;3;-1;0;9
28105200;3.1;-0.9;0;9
28108800;3;-1;0;9
28112400;3;-1;9;10
28116000;3.1;-1.3;31;10
28119600;3;-1;58;10
28123200;4;-1;76;10
28126800;3.5;-1.1;82;10
28130400;4;-1;75;10
28134000;4;-1;55;10
28137600;3.7;-0.9;28;10
28141200;4;-1;5;10
28144800;4;-1;0;10
28148400;3.5;-1.1;0;10
28152000;4;-1;0;10
28155600;4;-1;0;9
28159200;3.6;-0.8;0;9
28162800;4;0;0;9
28166400;4;0;0;9
28170000;3.5;-0.5;0;9
28173600;3.2;-0.7;0;9
28177200;3;-1;0;9
28180800;3;-0.8;0;9
28184400;3;-1;0;9
28188000;3;-1;0;9
28191600;2.6;-0.8;0;9
28195200;3;-1;0;9
28198800;3;-1;8;10
28202400;2.7;-1.3;30;10
28206000;3;-1;75;10
28209600;4;-1;123;9
28213200;4.2;-0.8;155;9
28216800;4;-1;141;9
28220400;5;0;103;9
28224000;4.5;-0.1;52;9
28227600;4;0;8;9
28231200;4;0;0;10
28234800;3.2;-0.1;0;10
28238400;3;0;0;10
28242000;3;0;0;9
28245600;2.6;0;0;9
28249200;3;0;0;9
28252800;3;0;0;9
28256400;3;0.1;0;9
28260000;3;0;0;9
28263600;3;0;0;10
28267200;3;-0.1;0;10
28270800;3;0;0;10
28274400;3;0;0;10
28278000;2.9;0.1;0;10
28281600;3;0;0;10
28285200;3;0;9;9
28288800;3.5;0.2;56;9
28292400;4;0;106;9
28296000;4;0;141;9
28299600;4.8;0;153;9
28303200;5;-1;139;9
28306800;5;0;101;9
28310400;5;-1.2;51;9
28314000;5;-1;7;9
28317600;5;-1;0;10
28321200;4.4;-1;0;10
28324800;4;-1;0;10
28328400;4;-1;0;9
28332000;4.2;-0.8;0;9
28335600;4;-1;0;9
28339200;4;0;0;10
28342800;3.9;-0.7;0;10
28346400;3;-1;0;7
28350000;2;-1;0;3
28353600;0.6;-2.1;0;0
28357200;0;-2;0;0
28360800;1;-2;0;0
28364400;-0.1;-2.6;0;0
28368000;0;-2;0;0
28371600;1;-2;22;0
28375200;2.3;-1.3;115;0
28378800;4;-1;220;0
28382400;6;0;293;1
28386000;7.2;0.9;316;1
28389600;9;1;276;3
28393200;9;1;180;5
28396800;8.5;1.6;68;7
28400400;6.7;1.4;16;5
28404000;5;1;0;2
28407600;4;0.9;0;0
28411200;5;1;0;0
28414800;5;1;0;1
28418400;4.1;-0.1;0;1
28422000;3;0;0;2
28425600;2;-1;0;2
28429200;1.9;-1;0;2
28432800;2;-1;0;3
28436400;3;-1;0;3
28440000;1.6;-1.3;0;4
28443600;1;-2;0;4
28447200;4;-1;0;4
28450800;2.3;-1.1;0;4
28454400;3;-1;0;4
28458000;4;0;20;4
28461600;7.5;0.9;106;4
28465200;11;3;204;4
28468800;13;3;273;4
28472400;13.7;3.8;295;4
28476000;14;4;250;5
28479600;15;5;162;6
28483200;13.1;5.8;67;7
28486800;11;6;14;6
28490400;9;5;0;4
28494000;9.1;5.5;0;2
28497600;8;5;0;2
28501200;8;5;0;1
28504800;7.7;4.3;0;0
28508400;6;3;0;0
28512000;6;3;0;0
28515600;4.7;2.2;0;0
28519200;4;2;0;0
28522800;5;2;0;0
28526400;4.7;1.7;0;0
28530000;4.8;1.3;0;2
28533600;5;2;0;3
28537200;3.3;0.5;0;5
28540800;4;1;0;5
28544400;5;1;18;5
28548000;6.1;1.8;96;5
28551600;7;4;192;5
28555200;9;4;264;4
28558800;12;4.7;292;4
28562400;14;6;264;4
28566000;14;5;193;4
28569600;13.1;4.8;95;4
28573200;11;4.5;16;3
28576800;9;4;0;2
28580400;8;4;0;2
28584000;8;3.6;0;1
28587600;8;4;0;1
28591200;6.3;2.9;0;0
28594800;5;2;0;0
28598400;5;2;0;0
28602000;4.6;2;0;0
28605600;4.3;1.8;0;1
28609200;4;2;0;2
28612800;4.3;1.5;0;4
28616400;3;1;0;3
28620000;3;0;0;2
28623600;3.4;0.8;0;1
28627200;4;1;0;2
28630800;5;2;18;3
28634400;6.5;2.8;100;4
28638000;10;5;193;4
28641600;12;5;254;5
28645200;11.2;5.5;269;5
28648800;12;6;228;6
28652400;14;6;150;7
28656000;12.9;5.8;64;7
28659600;11;6;14;5
28663200;8;4;0;3
28666800;8.2;4.2;0;1
28670400;7;3;0;1
28674000;7;3;0;1
28677600;4.9;2.3;0;1
28681200;4;2;0;4
28684800;3;1;0;6
28688400;1.5;0.2;0;9
28692000;1;-1;0;9
28695600;1;0;0;10
28699200;1.2;0.2;0;10
28702800;1;0;0;10
28706400;1;0;0;10
28710000;0.1;-0.7;0;10
28713600;0;0;0;10
28717200;1;0;5;10
28720800;1.4;0.7;26;10
28724400;3;2;153;7
28728000;5;4;266;3
28731600;10.7;4;302;0
28735200;12;4;274;0
28738800;13;4;199;0
28742400;12.4;4.1;97;0
28746000;11;4;16;0
28749600;7;3;0;0
28753200;6.4;2.5;0;0
28756800;5;2;0;0
28760400;5;2;0;0
28764000;4.6;1.5;0;0
28767600;5;2;0;0
28771200;4;1;0;0
28774800;3.4;0.8;0;0
28778400;3;1;0;0
28782000;3;0;0;0
28785600;1.8;-0.6;0;0
28789200;1;-1;0;0
28792800;1;0;0;0
28796400;0.6;-1;0;0
28800000;1;-0.7;0;0
28803600;1.4;-0.3;17;1
28807200;1.8;0.2;101;1
28810800;3;1;201;1
28814400;7;2;274;1
28818000;7.7;2.6;299;1
28821600;9;3;271;1
28825200;9;3;197;1
28828800;8.8;3.6;96;1
28832400;7;3;16;0
28836000;6.2;2.4;0;0
28839600;5;1.6;0;0
28843200;4.1;1.1;0;0
28846800;3.1;0.5;0;0
28850400;2;-0.1;0;0
28854000;1;-0.6;0;3
28857600;0.1;-0.9;0;7
28861200;-0.5;-1.1;0;10
28864800;-0.8;-1.1;0;10
28868400;-1;-1.1;0;10
28872000;-1;-1;0;10
28875600;-1.2;-1.2;0;10
28879200;-1.4;-1.4;0;10
28882800;-1.3;-1.3;0;10
28886400;-1;-1;0;10
28890000;-2;-2;6;10
28893600;-1.3;-1.4;30;10
28897200;-1;-1;58;10
28900800;-1;-1;76;10
28904400;-0.3;-0.4;83;10
28908000;0;0;76;10
28911600;0;0;57;10
28915200;0;0;29;10
28918800;0;0;5;10
28922400;0;0;0;10
28926000;-0.4;-0.4;0;10
28929600;0;0;0;10
28933200;0;0;0;10
28936800;-0.4;-0.4;0;10
28940400;0;0;0;10
28944000;0;0;0;10
28947600;0;0;0;10
28951200;-0.5;-0.5;0;10
28954800;-1;-1;0;10
28958400;-0.6;-0.6;0;10
28962000;-1;-1;0;10
28965600;-1;-1;0;10
28969200;-1;-1;0;10
28972800;-1;-1;0;10
28976400;-2;-2;5;10
28980000;-1.9;-2;30;10
28983600;-2;-2;57;10
28987200;-2;-2;76;10
28990800;-1.7;-1.8;82;10
28994400;-2;-2;75;10
28998000;-1;-2;56;10
29001600;-1.4;-1.7;29;10
29005200;-1;-2;5;10
29008800;-1;-2;0;10
29012400;-1.3;-1.4;0;10
29016000;-1;-1;0;10
29019600;-2;-2;0;10
29023200;-1.8;-1.9;0;10
29026800;-2;-2;0;10
29030400;-2;-2;0;10
29034000;-1.9;-2;0;10
29037600;-2;-2;0;10
29041200;-2;-2;0;10
29044800;-2;-2;0;10
29048400;-2;-2;0;10
29052000;-2;-3;0;10
29055600;-2.8;-3.1;0;10
29059200;-3;-3;0;9
29062800;-3;-3;10;9
29066400;-3;-3.3;67;8
29070000;-2;-3;147;7
29073600;-1;-2;218;7
29077200;-0.5;-0.6;257;6
29080800;2;2;276;4
29084400;5;3;219;2
29088000;4.5;2.7;114;0
29091600;2;1;20;0
29095200;1;0;0;0
29098800;0.5;-0.2;0;0
29102400;0;-1;0;0
29106000;-1;-1;0;0
29109600;0;-1;0;0
29113200;1;0;0;0
29116800;5;4;0;0
29120400;5;3.8;0;0
29124000;5;4;0;0
29127600;5;4;0;0
29131200;3.5;2.5;0;0
29134800;5;4;0;0
29138400;5;4;0;0
29142000;2.2;1.2;0;0
29145600;3;2;0;0
29149200;4;3;20;0
29152800;6;4.2;113;0
29156400;10;7;219;0
29160000;11;8;292;0
29163600;12.3;8.2;319;0
29167200;14;8;293;0
29170800;13;8;219;0
29174400;12.4;7.5;112;0
29178000;11;7;20;0
29181600;10;7;0;0
29185200;9.9;7.3;0;0
29188800;9;7;0;0
29192400;7;6;0;0
29196000;7.5;6.1;0;0
29199600;7;6;0;0
29203200;6;5;0;0
29206800;7.3;4.9;0;0
29210400;7;5;0;0
29214000;8;6;0;0
29217600;7.1;4.4;0;0
29221200;6;4;0;0
29224800;5;3;0;0
29228400;3.8;2;0;0
29232000;3;2;0;1
29235600;3.8;2;19;2
29239200;6.2;3;109;2
29242800;9;5;214;2
29246400;11;6;289;2
29250000;12.3;6.8;316;1
29253600;13;7;290;1
29257200;13;8;217;1
29260800;12;7.5;111;1
29264400;11;7;19;1
29268000;11;7;0;0
29271600;10.2;7.3;0;0
29275200;10;7;0;0
29278800;9;7;0;0
29282400;8.4;6.5;0;0
29286000;9;7;0;0
29289600;8;6;0;0
29293200;8.1;8;0;0
29296800;7;6;0;0
29300400;6;5;0;0
29304000;6.4;4.6;0;0
29307600;5;3;0;0
29311200;6;4;0;0
29314800;6.9;4.7;0;0
29318400;8;6;0;3
29322000;10;7;15;6
29325600;10.3;7;51;9
29329200;11;8;102;9
29332800;12;8;137;9
29336400;12.5;8.4;150;9
29340000;13;8;118;9
29343600;13;8;72;10
29347200;11.1;8.7;28;10
29350800;10;9;5;10
29354400;10;8;0;10
29358000;10.1;8.5;0;10
29361600;10;8;0;10
29365200;9;8;0;10
29368800;9.9;8;0;10
29372400;10;8;0;10
29376000;10;8;0;10
29379600;9.3;7.7;0;10
29383200;8;7;0;10
29386800;7.8;7.3;0;10
29390400;7.7;7.1;0;10
29394000;8;7;0;10
29397600;8;7;0;10
29401200;7.5;6.9;0;10
29404800;8;7;0;10
29408400;8;7;4;10
29412000;7.9;7.1;26;10
29415600;8;7;53;10
29419200;9;8;71;10
29422800;9.4;8.3;78;10
29426400;10;9;72;10
29430000;10;9;54;10
29433600;10.6;8.9;27;10
29437200;10;9;6;10
29440800;10;8;0;9
29444400;9.5;8.3;0;9
29448000;9;8;0;6
29451600;8;7;0;3
29455200;6.6;5.9;0;0
29458800;7;6;0;0
29462400;6;5;0;0
29466000;8;6;0;0
29469600;10;7;0;0
29473200;10;8;0;0
29476800;9.8;7.6;0;0
29480400;8.4;6.8;0;1
29484000;7;6;0;2
29487600;5.8;4.9;0;4
29491200;6;5;0;3
29494800;7;6;16;3
29498400;8.6;6.7;101;2
29502000;12;8;206;2
29505600;14;8;281;2
29509200;14.8;8.5;309;1
29512800;14;9;285;1
29516400;14;8;213;1
29520000;13.7;7.9;109;1
29523600;12;8;19;1
29527200;11;7;0;1
29530800;11.7;7.2;0;1
29534400;11;7;0;2
29538000;11;6;0;4
29541600;11.2;6.7;0;5
29545200;12;7;0;6
29548800;12;7;0;7
29552400;10;7;0;7
29556000;9;7;0;8
29559600;9;7;0;9
29563200;9;6.4;0;10
29566800;9;7;0;10
29570400;8;7;0;10
29574000;8;6.8;0;10
29577600;8;7;0;10
29581200;8;8;4;10
29584800;8.5;7.7;25;10
29588400;8;7;52;10
29592000;7;6;70;10
29595600;7;6.4;77;10
29599200;7;7;71;10
29602800;7.1;6.6;53;10
29606400;7.2;6.6;27;10
29610000;6.6;6.2;5;10
29613600;6;5;0;10
29617200;6;5.3;0;10
29620800;6;5;0;10
29624400;6;5;0;10
29628000;6;5;0;10
29631600;5;5;0;10
29635200;5;5;0;10
29638800;5;5;0;10
29642400;5;5;0;10
29646000;5;5;0;10
29649600;5;4.6;0;10
29653200;5;4;0;10
29656800;5;4;0;10
29660400;4.5;3.9;0;10
29664000;5;4;0;10
29667600;4;4;4;10
29671200;4.6;3.6;25;10
29674800;5;4;68;10
29678400;5;4;114;9
29682000;5.7;4.3;147;9
29685600;6;5;136;9
29689200;6;5;102;9
29692800;5.9;4.4;52;9
29696400;5;4;9;9
29700000;4;3;0;9
29703600;4;3.4;0;9
29707200;4;3;0;9
29710800;5;3;0;9
29714400;4.2;3.3;0;9
29718000;4;3;0;9
29721600;4;3;0;9
29725200;3.5;2.8;0;9
29728800;3;2;0;9
29732400;3;2;0;9
29736000;3.3;2.6;0;9
29739600;3.1;2.5;0;9
29743200;3;3;0;10
29746800;2.9;2.3;0;10
29750400;2.9;2.3;0;10
29754000;3;3;4;10
29757600;2.3;2.2;25;10
29761200;2;2;51;10
29764800;2;2;70;10
29768400;2.9;2.5;77;10
29772000;4;3;71;10
29775600;3;3;53;10
29779200;2.9;2.3;27;10
29782800;2;2;5;10
29786400;2;2;0;10
29790000;1.9;1.8;0;10
29793600;2;2;0;10
29797200;2;2;0;10
29800800;1.9;1.9;0;10
29804400;2;2;0;10
29808000;1;1;0;10
29811600;0.8;0.8;0;10
29815200;1;1;0;10
29818800;0;0;0;10
29822400;0;0;0;10
29826000;0;0;0;10
29829600;0;0;0;10
29833200;0;0;0;10
29836800;0;0;0;10
29840400;0;0;4;10
29844000;-0.2;-0.2;24;10
29847600;0;0;51;10
29851200;1;0;70;10
29854800;0.9;0.6;77;10
29858400;1;1;71;10
29862000;2;1;53;10
29865600;1.5;1.1;27;10
29869200;2;1;5;10
29872800;1;1;0;10
29876400;1.4;1;0;10
29880000;1;1;0;10
29883600;1;1;0;10
29887200;1.3;1;0;10
29890800;1;1;0;10
29894400;2;1;0;10
29898000;2.2;1.3;0;10
29901600;2;1;0;10
29905200;1;0;0;10
29908800;0.4;0.1;0;10
29912400;1;0;0;8
29916000;0;0;0;7
29919600;0.3;-0.3;0;5
29923200;0;0;0;6
29926800;0;0;9;7
29930400;0.8;-0.1;45;9
29934000;1;0;82;9
29937600;2;1;92;10
29941200;5.9;4.4;76;10
29944800;8;6;93;10
29948400;8;4;86;9
29952000;8.5;3.9;52;9
29955600;8;4;8;9
29959200;8;5;0;10
29962800;7.8;5.3;0;10
29966400;8;5;0;10
29970000;9;6;0;10
29973600;8;6.8;0;10
29977200;8;7;0;10
29980800;7;6;0;10
29984400;7.1;6.7;0;10
29988000;6;6;0;10
29991600;6;6;0;10
29995200;5.9;5.8;0;10
29998800;6;6;0;10
30002400;6;6;0;10
30006000;5.4;5.3;0;10
30009600;6;6;0;10
30013200;5;5;5;9
30016800;5.7;5.1;44;9
30020400;6;5;107;8
30024000;6;5;164;8
30027600;6.8;5.4;198;7
30031200;8;5;241;5
30034800;8;4;203;3
30038400;7.6;3.6;108;1
30042000;5;3;18;3
30045600;4;2;0;5
30049200;2.9;1.7;0;6
30052800;3;2;0;7
30056400;4;3;0;9
30060000;4.1;3.4;0;10
30063600;4;3;0;9
30067200;3;3;0;8
30070800;2.7;2.3;0;7
30074400;3;2;0;7
30078000;3;2;0;7
30081600;2;1.7;0;6
30085200;1.5;1.1;0;4
30088800;1;1;0;2
30092400;0.2;-0.1;0;0
30096000;1;1;0;2
30099600;1;1;11;5
30103200;1.8;1.2;60;7
30106800;3;2;118;8
30110400;3;2;148;8
30114000;3.5;1.5;145;9
30117600;5;3;152;8
30121200;5;2;127;8
30124800;5.2;2.4;71;7
30128400;3;2;11;8
30132000;3;2;0;8
30135600;2.3;1.4;0;9
30139200;3;2;0;9
30142800;4;2;0;9
30146400;4.3;1.3;0;9
30150000;4;2;0;9
30153600;5;1;0;10
30157200;6.1;1.2;0;10
30160800;5;3;0;7
30164400;4;4;0;4
30168000;3.6;2.9;0;1
30171600;4;3;0;1
30175200;4;4;0;1
30178800;3.8;3.1;0;1
30182400;2;1;0;2
30186000;3;1;12;2
30189600;5;3;87;3
30193200;6.5;1.9;185;4
30196800;8;1.5;250;4
30200400;9.5;1.2;268;5
30204000;8;1;211;7
30207600;7;1;115;8
30211200;6.9;1.8;27;10
30214800;6;3;6;10
30218400;5.3;1.7;0;9
30222000;4.6;1.6;0;9
30225600;5;2;0;9
30229200;5;2;0;9
30232800;5.1;1.8;0;9
30236400;5;2;0;9
30240000;4;2;0;9
30243600;5;2.2;0;9
30247200;5;2;0;9
30250800;6;2;0;9
30254400;5;2;0;9
30258000;4;2;0;9
30261600;4;4;0;9
30265200;5;3;0;9
30268800;6;4;0;9
30272400;6;3;6;8
30276000;7;4;51;8
30279600;7;3;116;8
30283200;7;4;170;8
30286800;7.4;4.2;197;7
30290400;8;4;183;7
30294000;8;4;138;7
30297600;7;2.9;71;7
30301200;6;2;14;7
30304800;4;2;0;7
30308400;5.2;2.4;0;6
30312000;5;2;0;7
30315600;4;2;0;8
30319200;4.5;1.9;0;9
30322800;5;2;0;9
30326400;4;2;0;9
30330000;4.4;1.6;0;9
30333600;4;2;0;9
30337200;4;2;0;10
30340800;4.6;2.6;0;10
30344400;5;3;0;10
30348000;5;3;0;10
30351600;5.1;3.4;0;10
30355200;6;4;0;10
30358800;6;4;3;10
30362400;5.6;4.7;22;10
30366000;6.3;4.8;48;10
30369600;7;5;67;10
30373200;7;6;75;10
30376800;7;5.2;70;10
30380400;7;6;53;10
30384000;8;6;52;9
30387600;8.5;6;5;10
30391200;9;6;0;10
30394800;9;6.5;0;10
30398400;9;7;0;10
30402000;10;7;0;9
30405600;10.5;7.4;0;9
30409200;11;8;0;9
30412800;11;8;0;9
30416400;11;8;0;9
30420000;11;8;0;10
30423600;11;8;0;10
30427200;10.7;7.6;0;10
30430800;9;7;0;10
30434400;9;6;0;10
30438000;9.3;5.8;0;10
30441600;9;6;0;8
30445200;7;2;8;7
30448800;5.4;2.1;76;5
30452400;7;2;169;5
30456000;7;1;238;5
30459600;7.2;0;267;5
30463200;8;0;232;6
30466800;7;0;159;7
30470400;6.5;0.6;72;7
30474000;5;1;16;6
30477600;4;1;0;5
30481200;3.9;0.4;0;4
30484800;3;0;0;6
30488400;4;1;0;8
30492000;3;1.2;0;10
30495600;3;1;0;10
30499200;3;1;0;9
30502800;3.7;0.9;0;9
30506400;4;1;0;9
30510000;4;1;0;9
30513600;3.9;0.8;0;9
30517200;4;1;0;8
30520800;4;0;0;8
30524400;2.8;0.2;0;7
30528000;4;1;0;8
30531600;3;1;6;8
30535200;4.1;1.5;41;9
30538800;4;2;91;9
30542400;4;2;128;9
30546000;4.4;2.3;143;9
30549600;4;2;134;9
30553200;4;2;101;9
30556800;4;2.5;53;9
30560400;4;2;9;9
30564000;4;2.5;0;9
30567600;4;1.9;0;9
30571200;3;2;0;9
30574800;3;2;0;9
30578400;2.7;1.5;0;9
30582000;3;2;0;9
30585600;4;2;0;9
30589200;3.2;1.4;0;9
30592800;3;1;0;9
30596400;3;1;0;9
30600000;2.3;0.4;0;9
30603600;2;0;0;9
30607200;1;0;0;9
30610800;2;0.1;0;9
30614400;2;0;0;9
30618000;2;0;5;9
30621600;2.8;0.9;40;9
30625200;4;2;91;9
30628800;4;2;128;9
30632400;4.2;1.9;143;9
30636000;4;2;134;9
30639600;1;0;102;9
30643200;1.3;0.3;53;9
30646800;2;1;8;9
30650400;1;0;0;10
30654000;1.2;0.3;0;10
30657600;1;0;0;10
30661200;1;0;0;10
30664800;0.6;-0.1;0;10
30668400;1;0;0;10
30672000;1;0;0;9
30675600;0.9;-0.1;0;9
30679200;0;-1;0;8
30682800;0;-1;0;8
30686400;-0.1;-0.9;0;7
30690000;0;0;0;8
30693600;0;-1;0;8
30697200;0.2;-0.5;0;9
