time,CI4,CE2,CJ1,CL1,CI3
1/2/2025 15:20,19.25324675,19.14096267,19.16137428,19.44646182,18.82320134
1/2/2025 15:30,19.38149351,19.25736739,19.16137428,19.55679702,18.82320134
1/2/2025 15:40,19.36363636,19.14096267,19.18792296,19.55679702,18.74790853
1/2/2025 15:50,19.7288961,19.16601179,19.28474753,19.70623836,19.16285555
1/2/2025 16:00,19.7288961,19.16601179,19.28474753,19.92690875,19.0591188
1/2/2025 16:10,19.80194805,19.2824165,19.35502343,20.01350093,18.89849414
1/2/2025 16:20,19.7012987,19.54027505,19.451848,20.01350093,19.10596765
1/2/2025 16:30,19.77435065,19.63163065,19.451848,20.01350093,19.10596765
1/2/2025 16:40,19.77435065,19.60658153,19.451848,19.92690875,19.10596765
1/2/2025 16:50,19.875,19.69793713,19.54867257,19.84031657,19.41717791
1/2/2025 17:00,19.875,19.69793713,19.78604893,20.06098696,19.52091467
1/2/2025 17:10,19.81980519,19.69793713,19.97969807,20.06098696,19.52091467
1/2/2025 17:20,19.81980519,19.90569745,19.97969807,20.12383613,19.69994423
1/2/2025 17:30,20.0211039,19.90569745,19.97969807,20.3207635,19.69994423
1/2/2025 17:40,20.14935065,19.83939096,19.97969807,20.35986965,19.62465142
1/2/2025 17:50,20.12175325,20.20481336,19.8828735,20.42271881,19.62465142
1/2/2025 18:00,20.06655844,20.41257367,19.78604893,20.35986965,19.62465142
1/2/2025 18:10,20.06655844,20.41257367,19.8828735,20.533054,19.54935862
1/2/2025 18:20,20.29545455,20.41257367,19.8828735,20.55679702,19.54935862
1/2/2025 18:30,20.2224026,20.17976424,19.78604893,20.55679702,19.54935862
1/2/2025 18:40,20.12175325,20.17976424,19.59239979,20.55679702,19.52091467
1/2/2025 18:50,20.29545455,20.17976424,19.97969807,20.55679702,19.52091467
1/2/2025 19:00,20.3961039,20.27111984,19.90942218,20.44646182,19.52091467
1/2/2025 19:10,20.3961039,20.27111984,19.90942218,20.50931099,19.52091467
1/2/2025 19:20,20.26785714,20.41257367,19.97969807,20.61964618,19.52091467
1/2/2025 19:30,20.26785714,20.41257367,19.97969807,20.61964618,19.44562186
1/2/2025 19:40,20.26785714,20.32121807,20.04997397,20.533054,19.44562186
1/2/2025 19:50,20.19480519,20.32121807,20.04997397,20.533054,19.52091467
1/2/2025 20:00,20.19480519,20.32121807,20.04997397,20.533054,19.59620747
1/2/2025 20:10,20.19480519,20.32121807,19.9531494,20.42271881,19.83212493
1/2/2025 20:20,20.12175325,20.32121807,19.9531494,20.42271881,19.83212493
1/2/2025 20:30,20.25,20.41257367,20.14679854,20.42271881,19.83212493
1/2/2025 20:40,20.25,20.50392927,20.14679854,20.35986965,19.83212493
1/2/2025 20:50,20.25,20.50392927,20.14679854,20.35986965,19.83212493
1/2/2025 21:00,20.4512987,20.50392927,20.14679854,20.35986965,19.75683212
1/2/2025 21:10,20.37824675,20.50392927,20.14679854,20.47020484,19.75683212
1/2/2025 21:20,20.37824675,20.50392927,20.14679854,20.55679702,19.75683212
1/2/2025 21:30,20.2775974,20.50392927,20.04997397,20.55679702,19.86056888
1/2/2025 21:40,20.13149351,20.50392927,19.97969807,20.49394786,19.86056888
1/2/2025 21:50,20.00324675,20.04715128,19.81259761,20.28165736,19.62465142
1/2/2025 22:00,20.13149351,19.95579568,19.81259761,20.28165736,19.62465142
1/2/2025 22:10,20.05844156,19.88948919,19.56585112,20.28165736,19.62465142
1/2/2025 22:20,19.78409091,19.68172888,19.46902655,20.28165736,19.41717791
1/2/2025 22:30,19.78409091,19.59037328,19.37220198,20.08472998,19.04907975
1/2/2025 22:40,19.55519481,19.26620825,19.10827694,20.08472998,18.91689905
1/2/2025 22:50,19.18019481,18.82563851,18.89744925,19.58054004,18.50195204
1/2/2025 23:00,19.05194805,18.82563851,18.66007288,19.3207635,18.50195204
1/2/2025 23:10,18.7224026,18.70923379,18.75689745,19.21042831,18.39821528
1/2/2025 23:20,18.79545455,18.61787819,18.58979698,19.21042831,18.23759063
1/2/2025 23:30,18.66720779,18.47642436,18.39614784,19.12383613,18.00167317
1/2/2025 23:40,18.62175325,18.47642436,18.10567413,18.75372439,17.79419967
1/2/2025 23:50,18.5487013,18.15225933,17.86829776,18.55679702,17.58672616
1/3/2025 0:00,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 0:10,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 0:20,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 0:30,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 0:40,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 0:50,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 1:00,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 1:10,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 1:20,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 1:30,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 1:40,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 1:50,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 2:00,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 2:10,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 2:20,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 2:30,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 2:40,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 2:50,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 3:00,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 3:10,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 3:20,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 3:30,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 3:40,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 3:50,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 4:00,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 4:10,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 4:20,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 4:30,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 4:40,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 4:50,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 5:00,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 5:10,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 5:20,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 5:30,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 5:40,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 5:50,17.74350649,17.50392927,17.50754815,17.68249534,16.93586168
1/3/2025 6:00,18.36525974,18.94204322,18.23841749,18.61964618,17.79419967
1/3/2025 6:10,18.43831169,18.94204322,18.40551796,18.76908752,17.89793642
1/3/2025 6:20,18.56655844,18.85068762,18.40551796,19.29702048,18.03011712
1/3/2025 6:30,18.86850649,18.94204322,18.669443,19.29702048,18.03011712
1/3/2025 6:40,19.06980519,19.35756385,18.80999479,19.40735568,18.13385388
1/3/2025 6:50,19.80194805,19.59037328,19.04737116,19.69087523,18.945343
1/3/2025 7:00,19.875,19.59037328,19.3112962,19.62802607,19.18126046
1/3/2025 7:10,19.9025974,19.68172888,19.40812077,19.80121043,18.97378695
1/3/2025 7:20,20.1038961,19.74803536,19.3112962,19.62802607,19.10596765
1/3/2025 7:30,20.1038961,19.99705305,19.43466944,19.62802607,19.20970441
1/3/2025 7:40,20.0762987,19.99705305,19.50494534,19.75372439,19.0775237
1/3/2025 7:50,20.0762987,20.11345776,19.40812077,19.84031657,19.15281651
1/3/2025 8:00,19.97564935,19.88064833,19.451848,19.69087523,19.04907975
1/3/2025 8:10,19.8474026,19.69793713,19.13482561,19.77746741,18.57724484
1/3/2025 8:20,19.39935065,19.60658153,19.10827694,19.62802607,18.57724484
